yyxlbm,lcbm,yxrq,trip_key,起点站,终到站,方向,列车定员,总上客量,总下客量,峰值车上人数,平均上座率,最大断面满载率,最拥挤区间,备注,人公里(PKM),车公里(TKM),平均断面客流
39,229,20150502,1048,成都,重庆北,,958.0,,,,,,,'start_id=1640 或 end_id=1037 不在合并站点序列中',,,
39,172,20151001,1855,成都东,重庆北,reverse,1418.0,2184.0,2184.0,2178.0,1.5306127966762348,1.535966149506347,1690->1689,,679338.0,313.0,2170.408945686901
39,173,20151001,1938,成都东,重庆北,reverse,1418.0,2848.0,2848.0,2754.0,1.928153318583074,1.9421720733427363,1689->1037,,855780.0,313.0,2734.1214057507987
39,155,20150502,1038,成都,重庆北,,1418.0,,,,,,,'start_id=1640 或 end_id=1037 不在合并站点序列中',,,
39,157,20150502,1207,成都东,重庆北,reverse,1418.0,1141.0,1141.0,1141.0,0.8046544428772919,0.8046544428772919,1695->1694,,357133.0,313.0,1141.0
39,164,20150502,1445,成都,重庆北,,1418.0,,,,,,,'start_id=1640 或 end_id=1037 不在合并站点序列中',,,
39,175,20151001,2105,成都东,重庆北,reverse,1418.0,2784.0,2784.0,2708.0,1.9052168152958089,1.9097320169252467,1695->1694,,845600.0,313.0,2701.597444089457
39,178,20151001,2149,成都东,重庆北,reverse,688.0,1372.0,1372.0,1372.0,1.994186046511628,1.994186046511628,1695->1694,,429436.0,313.0,1372.0
39,168,20150502,1709,成都东,重庆北,reverse,1418.0,1583.0,1583.0,1401.0,0.9773361211624165,0.9880112834978844,1689->1037,,433775.0,313.0,1385.8626198083068
39,170,20150502,1809,成都东,重庆北,reverse,1418.0,1489.0,1489.0,1402.0,0.9809253009007872,0.9887165021156559,1689->1037,,435368.0,313.0,1390.9520766773162
39,166,20150502,1555,成都东,重庆北,reverse,1418.0,1473.0,1473.0,1402.0,0.9864904446256934,0.9887165021156559,1689->1037,,437838.0,313.0,1398.8434504792333
39,159,20160101,1304,重庆北,成都东,forward,1418.0,843.0,843.0,679.0,0.40719052618771884,0.4788434414668547,810->1694,,180725.0,313.0,577.3961661341853
39,153,20160101,1010,重庆北,成都东,forward,1418.0,7.0,7.0,7.0,0.004936530324400564,0.004936530324400564,1037->1689,,2191.0,313.0,7.0
68,300,20160101,1046,重庆北,成都东,reverse,1106.0,819.0,819.0,819.0,0.740506329113924,0.740506329113924,1037->1695,,30303.0,37.0,819.0
68,302,20160101,1133,重庆北,成都东,reverse,1106.0,931.0,1075.0,931.0,0.8417721518987342,0.8417721518987342,1037->1695,,34447.0,37.0,931.0
68,306,20160101,1207,重庆北,成都东,reverse,1106.0,853.0,869.0,853.0,0.77124773960217,0.77124773960217,1037->1695,,31561.0,37.0,853.0
68,304,20160101,1238,重庆北,成都东,reverse,1106.0,0.0,261.0,0.0,0.0,0.0,1037->1695,,0.0,37.0,0.0
68,314,20160101,1540,重庆北,成都东,reverse,1106.0,367.0,463.0,367.0,0.3318264014466546,0.3318264014466546,1037->1695,,13579.0,37.0,367.0
68,296,20160101,0912,重庆北,成都东,reverse,1106.0,510.0,496.0,510.0,0.46112115732368897,0.46112115732368897,1037->1695,,18870.0,37.0,510.0
68,310,20160101,1348,重庆北,成都东,reverse,1106.0,903.0,903.0,903.0,0.8164556962025317,0.8164556962025317,1037->1695,,33411.0,37.0,903.0
68,316,20160101,1557,重庆北,成都东,reverse,1106.0,196.0,723.0,196.0,0.17721518987341772,0.17721518987341772,1037->1695,,7252.0,37.0,196.0
68,320,20160101,1811,重庆北,成都东,reverse,1106.0,779.0,567.0,779.0,0.7043399638336347,0.7043399638336347,1037->1695,,28823.0,37.0,779.0
68,326,20160101,1956,重庆北,成都东,reverse,1106.0,184.0,184.0,184.0,0.16636528028933092,0.16636528028933092,1037->1695,,6808.0,37.0,184.0
68,328,20160101,2120,重庆北,成都东,reverse,1106.0,524.0,171.0,524.0,0.47377938517179025,0.47377938517179025,1037->1695,,19388.0,37.0,524.0
68,330,20160101,2151,重庆北,成都东,reverse,1106.0,130.0,110.0,130.0,0.11754068716094032,0.11754068716094032,1037->1695,,4810.0,37.0,130.0
39,173,20150502,1938,成都东,重庆北,reverse,1418.0,1466.0,1466.0,1404.0,0.9832324697972665,0.9901269393511989,1689->1037,,436392.0,313.0,1394.223642172524
39,164,20151001,1445,成都,重庆北,,1418.0,,,,,,,'start_id=1640 或 end_id=1037 不在合并站点序列中',,,
39,166,20151001,1555,成都东,重庆北,reverse,1418.0,2782.0,2782.0,2754.0,1.941279847871051,1.9421720733427363,1695->1694,,861606.0,313.0,2752.73482428115
39,168,20151001,1709,成都东,重庆北,reverse,1418.0,2812.0,2812.0,2740.0,1.9287346169964446,1.9322990126939352,1690->1689,,856038.0,313.0,2734.9456869009587
68,294,20160101,0756,重庆北,成都东,reverse,552.0,904.0,904.0,904.0,1.6376811594202898,1.6376811594202898,1037->1695,,33448.0,37.0,904.0
39,159,20151230,1304,重庆北,成都东,forward,1418.0,1106.0,1106.0,680.0,0.47146680966307225,0.4795486600846262,810->1694,,209253.0,313.0,668.5399361022364
39,161,20151230,1427,重庆北,成都东,forward,1418.0,1240.0,1240.0,1084.0,0.6828769314653677,0.764456981664316,1037->1689,,303084.0,313.0,968.3194888178914
39,151,20151230,0910,重庆北,成都东,forward,1418.0,821.0,821.0,568.0,0.3254122036617294,0.4005641748942172,1037->1689,,144429.0,313.0,461.4345047923323
68,318,20151230,1658,重庆北,成都东,reverse,1106.0,751.0,1092.0,751.0,0.6790235081374322,0.6790235081374322,1037->1695,,27787.0,37.0,751.0
68,324,20151230,1945,重庆北,成都东,reverse,552.0,412.0,537.0,412.0,0.7463768115942029,0.7463768115942029,1037->1695,,15244.0,37.0,412.0
39,171,20151230,1827,重庆北,成都东,forward,1378.0,643.0,643.0,582.0,0.36619261141534937,0.4223512336719884,1689->1690,,157944.0,313.0,504.61341853035145
68,298,20151230,1002,重庆北,成都东,reverse,1106.0,648.0,892.0,648.0,0.5858951175406871,0.5858951175406871,1037->1695,,23976.0,37.0,648.0
39,163,20151230,1530,重庆北,成都东,forward,1418.0,779.0,779.0,653.0,0.380356169198394,0.4605077574047955,1037->1689,,168815.0,313.0,539.3450479233227
68,322,20151230,1731,重庆北,成都东,reverse,1106.0,389.0,389.0,389.0,0.35171790235081374,0.35171790235081374,1037->1695,,14393.0,37.0,389.0
68,320,20151230,1811,重庆北,成都东,reverse,1106.0,862.0,1027.0,862.0,0.779385171790235,0.779385171790235,1037->1695,,31894.0,37.0,862.0
39,175,20150202,2105,成都东,重庆北,reverse,1418.0,761.0,761.0,686.0,0.4770837745643641,0.4837799717912553,1695->1694,,211746.0,313.0,676.5047923322684
68,304,20151230,1212,重庆北,成都东,reverse,1106.0,473.0,673.0,473.0,0.42766726943942135,0.42766726943942135,1037->1695,,17501.0,37.0,473.0
68,326,20151230,1956,重庆北,成都东,reverse,1106.0,248.0,248.0,248.0,0.22423146473779385,0.22423146473779385,1037->1695,,9176.0,37.0,248.0
39,153,20151230,1010,重庆北,成都东,forward,1418.0,491.0,491.0,491.0,0.346262341325811,0.346262341325811,1037->1689,,153683.0,313.0,491.0
68,300,20151230,1046,重庆北,成都东,reverse,1106.0,558.0,604.0,558.0,0.5045207956600362,0.5045207956600362,1037->1695,,20646.0,37.0,558.0
68,328,20151230,2120,重庆北,成都东,reverse,1106.0,436.0,205.0,436.0,0.39421338155515373,0.39421338155515373,1037->1695,,16132.0,37.0,436.0
68,302,20151230,1133,重庆北,成都东,reverse,1106.0,485.0,696.0,485.0,0.4385171790235081,0.4385171790235081,1037->1695,,17945.0,37.0,485.0
68,330,20151230,2151,重庆北,成都东,reverse,1106.0,176.0,206.0,176.0,0.15913200723327306,0.15913200723327306,1037->1695,,6512.0,37.0,176.0
89,465,20151230,1959,重庆北,成都,forward,1378.0,197.0,197.0,197.0,0.14296081277213352,0.14296081277213352,1037->1689,,65404.0,332.0,197.0
68,296,20151230,0912,重庆北,成都东,reverse,1106.0,501.0,466.0,501.0,0.45298372513562385,0.45298372513562385,1037->1695,,18537.0,37.0,501.0
68,310,20151230,1348,重庆北,成都东,reverse,1106.0,634.0,634.0,634.0,0.5732368896925859,0.5732368896925859,1037->1695,,23458.0,37.0,634.0
68,312,20151230,1443,重庆北,成都东,reverse,552.0,534.0,459.0,534.0,0.967391304347826,0.967391304347826,1037->1695,,19758.0,37.0,534.0
68,314,20151230,1540,重庆北,成都东,reverse,1106.0,636.0,972.0,636.0,0.5750452079566004,0.5750452079566004,1037->1695,,23532.0,37.0,636.0
68,306,20151230,1207,重庆北,成都东,reverse,1106.0,456.0,628.0,456.0,0.41229656419529837,0.41229656419529837,1037->1695,,16872.0,37.0,456.0
68,308,20151230,1356,重庆北,成都东,reverse,1106.0,691.0,758.0,691.0,0.6247739602169982,0.6247739602169982,1037->1695,,25567.0,37.0,691.0
68,316,20151230,1557,重庆北,成都东,reverse,1106.0,951.0,855.0,951.0,0.8598553345388789,0.8598553345388789,1037->1695,,35187.0,37.0,951.0
68,292,20151230,0740,重庆北,成都东,reverse,1106.0,265.0,343.0,265.0,0.23960216998191683,0.23960216998191683,1037->1695,,9805.0,37.0,265.0
68,294,20151230,0756,重庆北,成都东,reverse,552.0,287.0,287.0,287.0,0.519927536231884,0.519927536231884,1037->1695,,10619.0,37.0,287.0
39,160,20151102,1331,成都东,重庆北,reverse,1418.0,1156.0,1156.0,1063.0,0.7469707142760582,0.7496473906911142,1690->1689,,331531.0,313.0,1059.2044728434505
39,162,20151102,1400,成都东,重庆北,reverse,1418.0,1629.0,1629.0,1357.0,0.9415479661314816,0.9569816643159379,1695->1694,,417891.0,313.0,1335.115015974441
39,154,20151001,1009,成都东,重庆北,reverse,1378.0,2722.0,2722.0,2722.0,1.9753265602322205,1.9753265602322205,1695->1694,,851986.0,313.0,2722.0
39,155,20151001,1030,成都,重庆北,,1418.0,,,,,,,'start_id=1640 或 end_id=1037 不在合并站点序列中',,,
39,158,20151001,1230,成都东,重庆北,reverse,1418.0,2984.0,2984.0,2752.0,1.9331777195978677,1.9407616361071933,1689->1037,,858010.0,313.0,2741.2460063897765
39,175,20150502,2105,成都东,重庆北,reverse,1418.0,1634.0,1634.0,1392.0,0.9677289256794207,0.9816643159379408,1695->1694,,429511.0,313.0,1372.2396166134185
39,160,20151001,1331,成都东,重庆北,reverse,1418.0,2196.0,2196.0,2182.0,1.535889544289081,1.538787023977433,1689->1037,,681680.0,313.0,2177.891373801917
39,157,20151001,1207,成都东,重庆北,reverse,1418.0,2734.0,2734.0,2734.0,1.928067700987306,1.928067700987306,1695->1694,,855742.0,313.0,2734.0
39,180,20150502,1341,成都东,重庆北,reverse,1094.0,1221.0,1221.0,1055.0,0.8367745063109263,0.9643510054844607,1689->1037,,286530.0,313.0,915.4313099041534
39,164,20151102,1445,成都,重庆北,,1418.0,,,,,,,'start_id=1640 或 end_id=1037 不在合并站点序列中',,,
39,168,20151102,1709,成都东,重庆北,reverse,1418.0,1477.0,1477.0,1357.0,0.9302261656385045,0.9569816643159379,1695->1694,,412866.0,313.0,1319.0607028753993
39,147,20150502,0740,重庆北,成都东,forward,1378.0,1286.0,1286.0,1087.0,0.7245510231525061,0.7888243831640058,810->1694,,312509.0,313.0,998.4313099041534
39,172,20151102,1855,成都东,重庆北,reverse,1418.0,1108.0,1108.0,1069.0,0.7085306668709472,0.7538787023977433,1695->1694,,314470.0,313.0,1004.6964856230032
89,357,20150502,0635,重庆北,成都,forward,2516.0,71.0,71.0,71.0,0.02821939586645469,0.02821939586645469,1037->1689,,23572.0,332.0,71.0
39,182,20150502,1857,成都东,重庆北,reverse,1094.0,1136.0,1136.0,1052.0,0.9386955277406241,0.9616087751371115,1689->1037,,321430.0,313.0,1026.932907348243
39,173,20151102,1938,成都东,重庆北,reverse,1418.0,1094.0,1094.0,1042.0,0.7291870383972386,0.7348377997179125,1690->1689,,323638.0,313.0,1033.9872204472842
39,149,20150502,0811,重庆北,成都,,1378.0,,,,,,,'start_id=1037 或 end_id=1640 不在合并站点序列中',,,
39,175,20151102,2105,成都东,重庆北,reverse,1418.0,574.0,574.0,538.0,0.36699081188011734,0.37940761636107195,1695->1694,,162883.0,313.0,520.3929712460064
39,162,20151001,1400,成都东,重庆北,reverse,1418.0,2862.0,2862.0,2754.0,1.93795428020386,1.9421720733427363,1689->1037,,860130.0,313.0,2748.0191693290735
39,178,20150502,2149,成都东,重庆北,reverse,688.0,764.0,764.0,701.0,0.9819590980013374,1.0188953488372092,1695->1694,,211459.0,313.0,675.5878594249201
39,150,20151102,0829,成都东,重庆北,reverse,1418.0,559.0,559.0,526.0,0.34908997508077344,0.3709449929478138,1695->1694,,154938.0,313.0,495.00958466453676
39,152,20151102,0842,成都,重庆北,,1418.0,,,,,,,'start_id=1640 或 end_id=1037 不在合并站点序列中',,,
39,166,20151102,1555,成都东,重庆北,reverse,1418.0,724.0,724.0,684.0,0.4790304483207686,0.4823695345557123,1689->1037,,212610.0,313.0,679.2651757188498
39,155,20151102,1030,成都,重庆北,,1418.0,,,,,,,'start_id=1640 或 end_id=1037 不在合并站点序列中',,,
39,157,20151102,1207,成都东,重庆北,reverse,1418.0,1320.0,1320.0,1320.0,0.9308885754583921,0.9308885754583921,1695->1694,,413160.0,313.0,1320.0
39,154,20151102,1009,成都东,重庆北,reverse,1378.0,1267.0,1267.0,1267.0,0.9194484760522497,0.9194484760522497,1695->1694,,396571.0,313.0,1267.0
39,158,20151102,1230,成都东,重庆北,reverse,1418.0,1722.0,1722.0,1314.0,0.8898957718426258,0.926657263751763,1695->1694,,394966.0,313.0,1261.8722044728434
39,151,20150502,0910,重庆北,成都东,forward,1418.0,1645.0,1645.0,1385.0,0.9632362549962373,0.9767277856135402,1694->1695,,427517.0,313.0,1365.8690095846646
39,153,20150502,1010,重庆北,成都东,forward,1418.0,1381.0,1381.0,1381.0,0.9739069111424542,0.9739069111424542,1037->1689,,432253.0,313.0,1381.0
39,159,20150502,1304,重庆北,成都东,forward,1418.0,1890.0,1890.0,1400.0,0.9625535673247205,0.9873060648801129,810->1694,,427214.0,313.0,1364.9009584664536
89,156,20150502,1130,重庆北,成都东,forward,1418.0,1356.0,1356.0,1356.0,0.9562764456981664,0.9562764456981664,1037->1689,,424428.0,313.0,1356.0
39,161,20150502,1427,重庆北,成都东,forward,1418.0,1476.0,1476.0,1378.0,0.9695359075690461,0.9717912552891397,1690->810,,430313.0,313.0,1374.8019169329073
39,178,20151102,2149,成都东,重庆北,reverse,688.0,311.0,311.0,311.0,0.45203488372093026,0.45203488372093026,1695->1694,,97343.0,313.0,311.0
89,464,20150502,1226,重庆北,成都,forward,1418.0,1343.0,1343.0,1343.0,0.9471086036671368,0.9471086036671368,1037->1689,,445876.0,332.0,1343.0
39,163,20150502,1530,重庆北,成都东,forward,1418.0,1907.0,1907.0,1395.0,0.9349779422036166,0.9837799717912553,1694->1695,,414975.0,313.0,1325.7987220447285
39,168,20150902,1709,成都东,重庆北,reverse,1418.0,1454.0,1454.0,1378.0,0.9680511182108626,0.9717912552891397,1690->1689,,429654.0,313.0,1372.6964856230031
39,169,20151102,1734,重庆北,成都,,1418.0,,,,,,,'start_id=1037 或 end_id=1640 不在合并站点序列中',,,
39,167,20151102,1709,重庆北,成都东,forward,1418.0,1434.0,1434.0,1356.0,0.8404538633813543,0.9562764456981664,1037->1689,,373022.0,313.0,1191.7635782747604
39,173,20150902,1938,成都东,重庆北,reverse,1418.0,1405.0,1405.0,1378.0,0.9713113461339149,0.9717912552891397,1695->1694,,431101.0,313.0,1377.3194888178914
39,175,20150902,2105,成都东,重庆北,reverse,1418.0,703.0,703.0,688.0,0.48481414222434516,0.48519040902679833,1695->1694,,215177.0,313.0,687.4664536741215
39,165,20151102,1625,重庆北,成都东,forward,1418.0,1066.0,1066.0,1056.0,0.7313274782914333,0.7447108603667136,1037->1689,,324588.0,313.0,1037.0223642172523
39,163,20151102,1530,重庆北,成都东,forward,1418.0,1516.0,1516.0,1319.0,0.9041240644024567,0.9301833568406206,1037->1689,,401281.0,313.0,1282.0479233226838
89,465,20151102,1959,重庆北,成都,forward,1378.0,381.0,381.0,381.0,0.2764876632801161,0.2764876632801161,1037->1689,,126492.0,332.0,381.0
39,177,20151102,0634,重庆北,成都东,forward,1378.0,800.0,800.0,631.0,0.40783744557329465,0.4579100145137881,1694->1695,,175906.0,313.0,562.0
39,172,20150902,1855,成都东,重庆北,reverse,1418.0,1073.0,1073.0,1060.0,0.7453011711585863,0.7475317348377997,1690->1689,,330790.0,313.0,1056.8370607028753
39,164,20150902,1445,成都,重庆北,,1418.0,,,,,,,'start_id=1640 或 end_id=1037 不在合并站点序列中',,,
39,166,20150902,1555,成都东,重庆北,reverse,1418.0,1442.0,1442.0,1378.0,0.968452169054196,0.9717912552891397,1689->1037,,429832.0,313.0,1373.2651757188498
39,171,20151102,1827,重庆北,成都东,forward,1378.0,395.0,395.0,348.0,0.22010646535934378,0.2525399129172714,1037->1689,,94935.0,313.0,303.3067092651757
39,178,20150902,2149,成都东,重庆北,reverse,688.0,685.0,685.0,685.0,0.9956395348837209,0.9956395348837209,1695->1694,,214405.0,313.0,685.0
39,174,20151102,2134,重庆北,成都东,forward,1378.0,314.0,314.0,298.0,0.17019619117394752,0.216255442670537,1037->1689,,73408.0,313.0,234.5303514376997
39,148,20151102,0749,成都,重庆北,,1418.0,,,,,,,'start_id=1640 或 end_id=1037 不在合并站点序列中',,,
39,147,20151102,0740,重庆北,成都东,forward,1378.0,1368.0,1368.0,1201.0,0.7464909555451481,0.8715529753265603,810->1694,,321972.0,313.0,1028.664536741214
39,283,20151102,1116,重庆北,成都东,forward,1418.0,1064.0,1064.0,1064.0,0.7503526093088858,0.7503526093088858,1037->1689,,333032.0,313.0,1064.0
39,159,20151102,1304,重庆北,成都东,forward,1418.0,1088.0,1088.0,682.0,0.4729876485352632,0.4809590973201692,810->1694,,209928.0,313.0,670.6964856230032
39,151,20151102,0910,重庆北,成都东,forward,1418.0,1634.0,1634.0,1284.0,0.8641136100433946,0.9055007052186178,1037->1689,,383523.0,313.0,1225.3130990415336
39,148,20150902,0749,成都,重庆北,,1418.0,,,,,,,'start_id=1640 或 end_id=1037 不在合并站点序列中',,,
39,156,20151102,1127,重庆北,成都东,forward,1418.0,1355.0,1355.0,1206.0,0.8059725032331908,0.8504936530324401,1037->1689,,357718.0,313.0,1142.8690095846646
39,161,20151102,1427,重庆北,成都东,forward,1418.0,1528.0,1528.0,1346.0,0.946666997120545,0.9492242595204513,1690->810,,420163.0,313.0,1342.373801916933
39,153,20151102,1010,重庆北,成都东,forward,1418.0,1338.0,1338.0,1338.0,0.9435825105782792,0.9435825105782792,1037->1689,,418794.0,313.0,1338.0
89,464,20151102,1226,重庆北,成都,forward,1418.0,1323.0,1323.0,1323.0,0.9330042313117066,0.9330042313117066,1037->1689,,439236.0,332.0,1323.0
39,150,20150902,0829,成都东,重庆北,reverse,1418.0,286.0,286.0,262.0,0.16422356106111743,0.1847672778561354,1695->1694,,72888.0,313.0,232.86900958466452
39,152,20150902,0842,成都,重庆北,,1418.0,,,,,,,'start_id=1640 或 end_id=1037 不在合并站点序列中',,,
39,154,20150902,1009,成都东,重庆北,reverse,1378.0,830.0,830.0,830.0,0.602322206095791,0.602322206095791,1695->1694,,259790.0,313.0,830.0
39,158,20150902,1230,成都东,重庆北,reverse,1418.0,1834.0,1834.0,1373.0,0.9369065912030173,0.9682651622002821,1689->1037,,415831.0,313.0,1328.5335463258787
39,169,20150502,1734,重庆北,成都,,1418.0,,,,,,,'start_id=1037 或 end_id=1640 不在合并站点序列中',,,
39,171,20150502,1827,重庆北,成都东,forward,1378.0,1594.0,1594.0,1373.0,0.9708147660405181,0.9963715529753265,1694->1695,,418726.0,313.0,1337.782747603834
39,160,20150902,1331,成都东,重庆北,reverse,1418.0,1092.0,1092.0,1060.0,0.7427394025694292,0.7475317348377997,1689->1037,,329653.0,313.0,1053.2044728434505
39,167,20150502,1709,重庆北,成都东,forward,1418.0,1481.0,1481.0,1387.0,0.975758954924589,0.9781382228490832,1689->1690,,433075.0,313.0,1383.626198083067
39,162,20150902,1400,成都东,重庆北,reverse,1418.0,1528.0,1528.0,1372.0,0.9512993596705075,0.9675599435825106,1689->1037,,422219.0,313.0,1348.9424920127794
89,465,20150502,1959,重庆北,成都东,forward,1378.0,1294.0,1294.0,1294.0,0.9390420899854862,0.9390420899854862,1037->1689,,405022.0,313.0,1294.0
39,155,20150902,1030,成都,重庆北,,1418.0,,,,,,,'start_id=1640 或 end_id=1037 不在合并站点序列中',,,
39,177,20150502,0634,重庆北,成都东,forward,1378.0,779.0,779.0,620.0,0.3905855131064607,0.44992743105950656,1694->1695,,168465.0,313.0,538.2268370607029
39,179,20150502,1618,重庆北,成都东,forward,1378.0,1249.0,1249.0,1022.0,0.7341959685982834,0.7416545718432511,1037->1689,,316669.0,313.0,1011.7220447284345
39,157,20150902,1207,成都东,重庆北,reverse,1418.0,1366.0,1366.0,1366.0,0.9633286318758815,0.9633286318758815,1695->1694,,427558.0,313.0,1366.0
89,181,20150502,2132,重庆北,成都东,forward,688.0,564.0,564.0,564.0,0.8197674418604651,0.8197674418604651,1037->1689,,176532.0,313.0,564.0
39,148,20150203,0749,成都,重庆北,,1418.0,,,,,,,'start_id=1640 或 end_id=1037 不在合并站点序列中',,,
39,151,20151001,0910,重庆北,成都东,forward,1418.0,2964.0,2964.0,2756.0,1.929901720012437,1.9435825105782794,1694->1695,,856556.0,313.0,2736.6006389776358
39,154,20150203,1009,成都东,重庆北,reverse,1378.0,623.0,623.0,623.0,0.4521044992743106,0.4521044992743106,1695->1694,,194999.0,313.0,623.0
39,158,20150203,1230,成都东,重庆北,reverse,1418.0,1779.0,1779.0,1356.0,0.9054128345282245,0.9562764456981664,1695->1694,,401853.0,313.0,1283.8753993610223
39,155,20150203,1038,成都,重庆北,,1418.0,,,,,,,'start_id=1640 或 end_id=1037 不在合并站点序列中',,,
39,283,20151001,1116,重庆北,成都东,forward,1418.0,2170.0,2170.0,2170.0,1.530324400564175,1.530324400564175,1037->1689,,679210.0,313.0,2170.0
39,157,20150203,1207,成都东,重庆北,reverse,1418.0,675.0,675.0,675.0,0.47602256699576867,0.47602256699576867,1695->1694,,211275.0,313.0,675.0
39,156,20151001,1127,重庆北,成都东,forward,1418.0,2918.0,2918.0,2734.0,1.9277702924967444,1.928067700987306,1689->1690,,855610.0,313.0,2733.5782747603835
39,164,20150203,1445,成都,重庆北,,1418.0,,,,,,,'start_id=1640 或 end_id=1037 不在合并站点序列中',,,
39,152,20150203,0912,成都东,重庆北,reverse,1418.0,491.0,491.0,491.0,0.346262341325811,0.346262341325811,1695->1694,,153683.0,313.0,491.0
39,168,20150203,1709,成都东,重庆北,reverse,1418.0,801.0,801.0,679.0,0.40722206951247536,0.4788434414668547,1695->1694,,180739.0,313.0,577.44089456869
39,162,20150203,1400,成都东,重庆北,reverse,1418.0,897.0,897.0,682.0,0.473988022548971,0.4809590973201692,1690->1689,,210372.0,313.0,672.1150159744409
39,171,20151001,1827,重庆北,成都东,forward,1378.0,2928.0,2928.0,2752.0,1.9812711852617815,1.9970972423802613,1037->1689,,854550.0,313.0,2730.1916932907347
39,169,20151001,1734,重庆北,成都,,1418.0,,,,,,,'start_id=1037 或 end_id=1640 不在合并站点序列中',,,
39,173,20150203,1938,成都东,重庆北,reverse,1418.0,776.0,776.0,685.0,0.48125650581073104,0.4830747531734838,1695->1694,,213598.0,313.0,682.4217252396166
39,175,20150203,2105,成都东,重庆北,reverse,1418.0,768.0,768.0,686.0,0.4702523916599449,0.4837799717912553,1695->1694,,208714.0,313.0,666.8178913738019
39,168,20160102,1709,成都东,重庆北,reverse,1418.0,621.0,621.0,621.0,0.33004681930631724,0.4379407616361072,1690->1689,,146486.0,313.0,468.0063897763578
89,465,20151001,1959,重庆北,成都,forward,1378.0,2746.0,2746.0,2746.0,1.992743105950653,1.992743105950653,1037->1689,,911672.0,332.0,2746.0
39,155,20160102,1030,成都,重庆北,,1418.0,,,,,,,'start_id=1640 或 end_id=1037 不在合并站点序列中',,,
39,157,20160102,1207,成都东,重庆北,reverse,1418.0,587.0,587.0,587.0,0.4139633286318759,0.4139633286318759,1695->1694,,183731.0,313.0,587.0
39,166,20160102,1555,成都东,重庆北,reverse,1418.0,25.0,25.0,25.0,0.013912859312265397,0.01763046544428773,1695->1694,,6175.0,313.0,19.728434504792332
39,153,20151001,1010,重庆北,成都东,forward,1418.0,2736.0,2736.0,2736.0,1.9294781382228492,1.9294781382228492,1037->1689,,856368.0,313.0,2736.0
39,147,20151001,0740,重庆北,成都东,forward,1378.0,3042.0,3042.0,2750.0,1.9700913951320846,1.995645863570392,810->1694,,849728.0,313.0,2714.785942492013
89,464,20151001,1226,重庆北,成都,forward,1418.0,2734.0,2734.0,2734.0,1.928067700987306,1.928067700987306,1037->1689,,907688.0,332.0,2734.0
68,325,20160102,2012,成都东,重庆北,forward,1106.0,206.0,207.0,206.0,0.18625678119349007,0.18625678119349007,1695->1037,,7622.0,37.0,206.0
39,174,20151001,2134,重庆北,成都东,forward,1378.0,2212.0,2212.0,2186.0,1.5661675716531345,1.586357039187228,1037->1689,,675510.0,313.0,2158.178913738019
39,148,20160102,0749,成都,重庆北,,1418.0,,,,,,,'start_id=1640 或 end_id=1037 不在合并站点序列中',,,
39,175,20160102,2105,成都东,重庆北,reverse,1418.0,731.0,731.0,681.0,0.4779512159951694,0.4802538787023977,810->1690,,212131.0,313.0,677.7348242811502
68,323,20160102,1906,成都东,重庆北,forward,1106.0,716.0,575.0,716.0,0.6473779385171791,0.6473779385171791,1695->1037,,26492.0,37.0,716.0
39,177,20151001,0634,重庆北,成都东,forward,1378.0,1662.0,1662.0,1374.0,0.9674204871624849,0.9970972423802612,1694->1695,,417262.0,313.0,1333.1054313099041
39,159,20151001,1304,重庆北,成都东,forward,1418.0,3016.0,3016.0,2752.0,1.9343808721278677,1.9407616361071933,810->1694,,858544.0,313.0,2742.952076677316
68,327,20160102,2001,成都东,重庆北,forward,1106.0,1074.0,750.0,1074.0,0.9710669077757685,0.9710669077757685,1695->1037,,39738.0,37.0,1074.0
68,329,20160102,2229,成都东,重庆北,forward,552.0,0.0,80.0,0.0,0.0,0.0,1695->1037,,0.0,37.0,0.0
68,293,20160102,0854,成都东,重庆北,forward,1106.0,22.0,0.0,22.0,0.019891500904159132,0.019891500904159132,1695->1037,,814.0,37.0,22.0
68,295,20160102,0935,成都东,重庆北,forward,1106.0,261.0,0.0,261.0,0.2359855334538879,0.2359855334538879,1695->1037,,9657.0,37.0,261.0
68,297,20160102,1040,成都东,重庆北,forward,1106.0,310.0,1001.0,310.0,0.28028933092224234,0.28028933092224234,1695->1037,,11470.0,37.0,310.0
68,301,20160102,1146,成都东,重庆北,forward,1106.0,9.0,9.0,9.0,0.0081374321880651,0.0081374321880651,1695->1037,,333.0,37.0,9.0
39,161,20151001,1427,重庆北,成都东,forward,1418.0,2850.0,2850.0,2754.0,1.9416538615788785,1.9421720733427363,1690->810,,861772.0,313.0,2753.26517571885
68,299,20160102,1131,成都东,重庆北,forward,1106.0,395.0,574.0,395.0,0.35714285714285715,0.35714285714285715,1695->1037,,14615.0,37.0,395.0
68,291,20160102,0859,成都东,重庆北,forward,1106.0,352.0,114.0,352.0,0.3182640144665461,0.3182640144665461,1695->1037,,13024.0,37.0,352.0
39,163,20151001,1530,重庆北,成都东,forward,1418.0,3246.0,3246.0,2754.0,1.9343313040461074,1.9421720733427363,1694->1695,,858522.0,313.0,2742.88178913738
68,305,20160102,1325,成都东,重庆北,forward,1106.0,422.0,501.0,422.0,0.38155515370705245,0.38155515370705245,1695->1037,,15614.0,37.0,422.0
