yyxlbm,lcbm,yxrq,trip_key,起点站,终到站,方向,列车定员,总上客量,总下客量,峰值车上人数,平均上座率,最大断面满载率,最拥挤区间,备注,人公里(PKM),车公里(TKM),平均断面客流
39,283,20151002,1116,重庆北,成都东,forward,1418.0,2156.0,2156.0,2156.0,1.5204513399153738,1.5204513399153738,1037->1689,,674828.0,313.0,2156.0
39,161,20150306,1427,重庆北,成都东,forward,1418.0,735.0,735.0,688.0,0.4728028947759748,0.48519040902679833,1690->810,,209846.0,313.0,670.4345047923323
39,153,20151002,1010,重庆北,成都东,forward,1418.0,2732.0,2732.0,2732.0,1.926657263751763,1.926657263751763,1037->1689,,855116.0,313.0,2732.0
39,165,20150306,1614,重庆北,成都东,forward,1418.0,745.0,745.0,699.0,0.48604658498447617,0.4929478138222849,810->1694,,215724.0,313.0,689.2140575079873
39,151,20151002,0910,重庆北,成都东,forward,1418.0,2932.0,2932.0,2740.0,1.920664032048018,1.9322990126939352,1694->1695,,852456.0,313.0,2723.5015974440894
89,464,20150306,1226,重庆北,成都,forward,1418.0,1356.0,1356.0,1356.0,0.9562764456981664,0.9562764456981664,1037->1689,,450192.0,332.0,1356.0
39,167,20150306,1709,重庆北,成都东,forward,1418.0,812.0,812.0,692.0,0.4861209371071166,0.48801128349788436,1690->810,,215757.0,313.0,689.3194888178914
39,177,20151002,0634,重庆北,成都东,forward,1378.0,1638.0,1638.0,1376.0,0.9886440041361978,0.9985486211901307,1694->1695,,426416.0,313.0,1362.3514376996804
39,169,20151002,1734,重庆北,成都,,1418.0,,,,,,,'start_id=1037 或 end_id=1640 不在合并站点序列中',,,
39,165,20151002,1625,重庆北,成都东,forward,1418.0,2176.0,2176.0,2172.0,1.5306984142720026,1.531734837799718,1690->810,,679376.0,313.0,2170.5303514376997
68,304,20160205,1119,重庆北,成都东,reverse,1106.0,1079.0,629.0,1079.0,0.9755877034358047,0.9755877034358047,1037->1695,,39923.0,37.0,1079.0
39,171,20150306,1827,重庆北,成都东,forward,1378.0,1616.0,1616.0,1362.0,0.9504050413387927,0.988388969521045,1694->1695,,409923.0,313.0,1309.6581469648563
39,167,20151002,1709,重庆北,成都东,forward,1418.0,2950.0,2950.0,2754.0,1.941059044597755,1.9421720733427363,1690->810,,861508.0,313.0,2752.4217252396165
39,169,20150306,1734,重庆北,成都,,1418.0,,,,,,,'start_id=1037 或 end_id=1640 不在合并站点序列中',,,
39,181,20150306,2123,重庆北,成都东,forward,688.0,697.0,697.0,688.0,0.9580670926517572,1.0,1037->1689,,206314.0,313.0,659.1501597444089
89,465,20150306,1959,重庆北,成都东,forward,1378.0,692.0,692.0,692.0,0.502177068214804,0.502177068214804,1037->1689,,216596.0,313.0,692.0
39,174,20150306,2129,重庆北,成都,,1378.0,,,,,,,'start_id=1037 或 end_id=1640 不在合并站点序列中',,,
68,302,20160205,1008,重庆北,成都东,reverse,1106.0,1086.0,1086.0,1086.0,0.9819168173598554,0.9819168173598554,1037->1695,,40182.0,37.0,1086.0
39,177,20150306,0636,重庆北,成都东,forward,1378.0,655.0,655.0,614.0,0.418377330668608,0.4455732946298984,1690->810,,180452.0,313.0,576.5239616613419
68,307,20160106,1319,成都东,重庆北,forward,1106.0,408.0,408.0,408.0,0.3688969258589512,0.3688969258589512,1695->1037,,15096.0,37.0,408.0
68,311,20160106,1542,成都东,重庆北,forward,1106.0,913.0,1019.0,913.0,0.825497287522604,0.825497287522604,1695->1037,,33781.0,37.0,913.0
39,150,20150705,0829,成都东,重庆北,reverse,1418.0,397.0,397.0,375.0,0.25702627558952224,0.2644569816643159,1695->1694,,114077.0,313.0,364.4632587859425
39,155,20150705,1030,成都,重庆北,,1418.0,,,,,,,'start_id=1640 或 end_id=1037 不在合并站点序列中',,,
39,148,20150705,0749,成都,重庆北,,1418.0,,,,,,,'start_id=1640 或 end_id=1037 不在合并站点序列中',,,
39,154,20150705,1009,成都东,重庆北,reverse,1378.0,1003.0,1003.0,1003.0,0.727866473149492,0.727866473149492,1695->1694,,313939.0,313.0,1003.0
39,158,20150705,1230,成都东,重庆北,reverse,1418.0,1837.0,1837.0,1369.0,0.9298927076339352,0.9654442877291961,1689->1037,,412718.0,313.0,1318.5878594249202
39,152,20150705,0842,成都,重庆北,,1418.0,,,,,,,'start_id=1640 或 end_id=1037 不在合并站点序列中',,,
39,162,20150705,1400,成都东,重庆北,reverse,1418.0,1639.0,1639.0,1373.0,0.9603905964842712,0.9682651622002821,1689->1037,,426254.0,313.0,1361.8338658146965
39,157,20150705,1207,成都东,重庆北,reverse,1418.0,1355.0,1355.0,1355.0,0.9555712270803949,0.9555712270803949,1695->1694,,424115.0,313.0,1355.0
39,164,20150705,1445,成都,重庆北,,1418.0,,,,,,,'start_id=1640 或 end_id=1037 不在合并站点序列中',,,
39,160,20150705,1331,成都东,重庆北,reverse,1418.0,592.0,592.0,546.0,0.3846032525674013,0.385049365303244,1690->1689,,170700.0,313.0,545.3674121405751
39,147,20150206,0740,重庆北,成都东,forward,1378.0,1709.0,1709.0,1326.0,0.9037035663113184,0.9622641509433962,1037->1689,,389780.0,313.0,1245.3035143769969
39,166,20150705,1555,成都东,重庆北,reverse,1418.0,1462.0,1462.0,1374.0,0.9634052370931474,0.9689703808180536,1689->1037,,427592.0,313.0,1366.1086261980831
39,159,20150206,1304,重庆北,成都东,forward,1418.0,2013.0,2013.0,1373.0,0.9425280622935602,0.9682651622002821,810->1694,,418326.0,313.0,1336.5047923322684
39,149,20150206,0811,重庆北,成都,,1378.0,,,,,,,'start_id=1037 或 end_id=1640 不在合并站点序列中',,,
89,156,20150206,1130,重庆北,成都东,forward,1418.0,678.0,678.0,678.0,0.4781382228490832,0.4781382228490832,1037->1689,,212214.0,313.0,678.0
39,161,20150206,1427,重庆北,成都东,forward,1418.0,757.0,757.0,683.0,0.48018177967438275,0.48166431593794073,1690->810,,213121.0,313.0,680.8977635782747
39,151,20150206,0910,重庆北,成都东,forward,1418.0,936.0,936.0,684.0,0.47441611052780996,0.4823695345557123,1694->1695,,210562.0,313.0,672.7220447284345
39,153,20150206,1010,重庆北,成都东,forward,1418.0,678.0,678.0,678.0,0.4781382228490832,0.4781382228490832,1037->1689,,212214.0,313.0,678.0
39,168,20150705,1709,成都东,重庆北,reverse,1418.0,1558.0,1558.0,1378.0,0.9475749942546087,0.9717912552891397,1690->1689,,420566.0,313.0,1343.661341853035
89,464,20150206,1226,重庆北,成都,forward,1418.0,1326.0,1326.0,1326.0,0.9351198871650211,0.9351198871650211,1037->1689,,440232.0,332.0,1326.0
39,169,20150206,1734,重庆北,成都,,1418.0,,,,,,,'start_id=1037 或 end_id=1640 不在合并站点序列中',,,
39,171,20150206,1827,重庆北,成都东,forward,1378.0,1578.0,1578.0,1366.0,0.8907385338755524,0.9912917271407837,1689->1690,,384188.0,313.0,1227.4376996805113
39,167,20150206,1709,重庆北,成都东,forward,1418.0,763.0,763.0,683.0,0.4809207947115363,0.48166431593794073,1689->1690,,213449.0,313.0,681.9456869009584
39,170,20150705,1809,成都东,重庆北,reverse,1418.0,1487.0,1487.0,1375.0,0.9657799988283908,0.9696755994358252,1689->1037,,428646.0,313.0,1369.476038338658
39,163,20150206,1530,重庆北,成都东,forward,1418.0,911.0,911.0,683.0,0.469824303681106,0.48166431593794073,1689->1690,,208524.0,313.0,666.2108626198083
89,465,20150206,1959,重庆北,成都东,forward,1378.0,684.0,684.0,684.0,0.49637155297532654,0.49637155297532654,1037->1689,,214092.0,313.0,684.0
39,177,20150206,0636,重庆北,成都东,forward,1378.0,488.0,488.0,446.0,0.27729218156609803,0.32365747460087085,1037->1689,,119600.0,313.0,382.1086261980831
39,173,20150705,1938,成都东,重庆北,reverse,1418.0,1497.0,1497.0,1377.0,0.9674157455264806,0.9710860366713682,1689->1037,,429372.0,313.0,1371.7955271565495
39,172,20150705,1855,成都东,重庆北,reverse,1418.0,547.0,547.0,544.0,0.3791778007092742,0.383638928067701,1690->1689,,168292.0,313.0,537.6741214057508
39,175,20150705,2105,成都东,重庆北,reverse,1418.0,1464.0,1464.0,1367.0,0.9358138403096653,0.964033850493653,1695->1694,,415346.0,313.0,1326.9840255591055
68,313,20160106,1603,成都东,重庆北,forward,1106.0,1062.0,778.0,1062.0,0.9602169981916817,0.9602169981916817,1695->1037,,39294.0,37.0,1062.0
68,322,20160106,1731,重庆北,成都东,reverse,1106.0,242.0,242.0,242.0,0.21880650994575046,0.21880650994575046,1037->1695,,8954.0,37.0,242.0
39,179,20150505,1618,重庆北,成都东,forward,1378.0,1123.0,1123.0,1036.0,0.7502840158214201,0.7518142235123367,1689->1690,,323608.0,313.0,1033.8913738019169
39,177,20150505,0634,重庆北,成都东,forward,1378.0,690.0,690.0,611.0,0.37647746189551,0.44339622641509435,1694->1695,,162380.0,313.0,518.7859424920127
39,151,20150505,0910,重庆北,成都东,forward,1418.0,951.0,951.0,686.0,0.47023887309219214,0.4837799717912553,1694->1695,,208708.0,313.0,666.7987220447284
68,317,20160106,1732,成都东,重庆北,forward,552.0,665.0,846.0,665.0,1.2047101449275361,1.2047101449275361,1695->1037,,24605.0,37.0,665.0
39,147,20150505,0740,重庆北,成都东,forward,1378.0,1489.0,1489.0,1335.0,0.8274714013456553,0.9687953555878084,810->1694,,356900.0,313.0,1140.255591054313
39,153,20150505,1010,重庆北,成都东,forward,1418.0,1365.0,1365.0,1365.0,0.96262341325811,0.96262341325811,1037->1689,,427245.0,313.0,1365.0
39,159,20150505,1304,重庆北,成都东,forward,1418.0,1068.0,1068.0,683.0,0.46980853201872774,0.48166431593794073,810->1694,,208517.0,313.0,666.1884984025559
39,149,20150505,0811,重庆北,成都,,1378.0,,,,,,,'start_id=1037 或 end_id=1640 不在合并站点序列中',,,
89,156,20150505,1130,重庆北,成都东,forward,1418.0,1357.0,1357.0,1357.0,0.9569816643159379,0.9569816643159379,1037->1689,,424741.0,313.0,1357.0
39,161,20150505,1427,重庆北,成都东,forward,1418.0,798.0,798.0,686.0,0.48225913291906436,0.4837799717912553,1690->810,,214043.0,313.0,683.8434504792332
68,323,20160106,1906,成都东,重庆北,forward,1106.0,516.0,324.0,516.0,0.4665461121157324,0.4665461121157324,1695->1037,,19092.0,37.0,516.0
68,327,20160106,2001,成都东,重庆北,forward,1106.0,582.0,462.0,582.0,0.5262206148282098,0.5262206148282098,1695->1037,,21534.0,37.0,582.0
68,315,20160106,1557,成都东,重庆北,forward,1106.0,584.0,584.0,584.0,0.5280289330922242,0.5280289330922242,1695->1037,,21608.0,37.0,584.0
39,163,20150505,1530,重庆北,成都东,forward,1418.0,1654.0,1654.0,1375.0,0.9528877913814624,0.9696755994358252,1694->1695,,422924.0,313.0,1351.1948881789137
68,319,20160106,1710,成都东,重庆北,forward,1106.0,368.0,311.0,368.0,0.33273056057866185,0.33273056057866185,1695->1037,,13616.0,37.0,368.0
39,169,20150505,1734,重庆北,成都,,1418.0,,,,,,,'start_id=1037 或 end_id=1640 不在合并站点序列中',,,
68,329,20160106,2131,成都东,重庆北,forward,552.0,494.0,397.0,494.0,0.894927536231884,0.894927536231884,1695->1037,,18278.0,37.0,494.0
89,464,20150505,1226,重庆北,成都,forward,1418.0,1365.0,1365.0,1365.0,0.96262341325811,0.96262341325811,1037->1689,,453180.0,332.0,1365.0
68,325,20160106,2012,成都东,重庆北,forward,1106.0,391.0,352.0,391.0,0.3535262206148282,0.3535262206148282,1695->1037,,14467.0,37.0,391.0
89,465,20150505,1959,重庆北,成都东,forward,1378.0,315.0,315.0,315.0,0.22859216255442671,0.22859216255442671,1037->1689,,98595.0,313.0,315.0
68,350,20160106,2228,成都东,重庆北,forward,552.0,169.0,169.0,169.0,0.3061594202898551,0.3061594202898551,1695->1037,,6253.0,37.0,169.0
39,147,20150705,0740,重庆北,成都东,forward,1378.0,1378.0,1378.0,1210.0,0.6786818883690304,0.8780841799709724,810->1694,,292725.0,313.0,935.2236421725239
39,149,20150705,0811,重庆北,成都,,1378.0,,,,,,,'start_id=1037 或 end_id=1640 不在合并站点序列中',,,
39,167,20150505,1709,重庆北,成都东,forward,1418.0,1452.0,1452.0,1358.0,0.9174713969637297,0.9576868829337094,1037->1689,,407205.0,313.0,1300.9744408945687
39,175,20160205,1331,成都东,重庆北,reverse,1418.0,1533.0,1533.0,1350.0,0.9067399072626252,0.9520451339915373,1695->1694,,402442.0,313.0,1285.7571884984025
39,176,20160205,1855,成都东,重庆北,reverse,688.0,1273.0,1273.0,1273.0,1.8502906976744187,1.8502906976744187,1695->1694,,398449.0,313.0,1273.0
39,171,20150505,1827,重庆北,成都东,forward,1378.0,654.0,654.0,559.0,0.37602999207074195,0.4056603773584906,1037->1689,,162187.0,313.0,518.1693290734825
39,168,20150406,1709,成都东,重庆北,reverse,1418.0,726.0,726.0,688.0,0.4821599967555437,0.48519040902679833,1689->1037,,213999.0,313.0,683.702875399361
39,170,20150406,1809,成都东,重庆北,reverse,1418.0,1435.0,1435.0,1376.0,0.9675982461911435,0.9703808180535967,1689->1037,,429453.0,313.0,1372.0543130990416
39,164,20150406,1445,成都,重庆北,,1418.0,,,,,,,'start_id=1640 或 end_id=1037 不在合并站点序列中',,,
39,148,20150606,0749,成都,重庆北,,1418.0,,,,,,,'start_id=1640 或 end_id=1037 不在合并站点序列中',,,
39,166,20150406,1555,成都东,重庆北,reverse,1418.0,1397.0,1397.0,1375.0,0.9652234844559002,0.9696755994358252,1689->1037,,428399.0,313.0,1368.6869009584664
39,172,20150406,1857,成都东,重庆北,reverse,1418.0,718.0,718.0,715.0,0.5031182829616478,0.504231311706629,1689->1037,,223301.0,313.0,713.4217252396166
39,176,20150406,2203,成都东,重庆北,reverse,688.0,686.0,686.0,686.0,0.997093023255814,0.997093023255814,1695->1694,,214718.0,313.0,686.0
39,154,20150606,1009,成都东,重庆北,reverse,1378.0,797.0,797.0,797.0,0.5783744557329463,0.5783744557329463,1695->1694,,249461.0,313.0,797.0
39,158,20150606,1230,成都东,重庆北,reverse,1418.0,1221.0,1221.0,825.0,0.5298850471122086,0.581805359661495,1689->1037,,235181.0,313.0,751.3769968051118
39,152,20150606,0842,成都,重庆北,,1418.0,,,,,,,'start_id=1640 或 end_id=1037 不在合并站点序列中',,,
39,173,20150406,1938,成都东,重庆北,reverse,1418.0,1471.0,1471.0,1373.0,0.9632565328478665,0.9682651622002821,1689->1037,,427526.0,313.0,1365.8977635782749
39,178,20150406,2149,成都东,重庆北,reverse,688.0,767.0,767.0,684.0,0.9734657106768705,0.9941860465116279,1695->1694,,209630.0,313.0,669.7444089456869
39,155,20150606,1030,成都,重庆北,,1418.0,,,,,,,'start_id=1640 或 end_id=1037 不在合并站点序列中',,,
39,175,20150406,2105,成都东,重庆北,reverse,1418.0,1494.0,1494.0,1376.0,0.9633466566328853,0.9703808180535967,1689->1037,,427566.0,313.0,1366.0255591054313
39,178,20150705,2149,成都东,重庆北,reverse,688.0,1375.0,1375.0,1375.0,1.998546511627907,1.998546511627907,1695->1694,,430375.0,313.0,1375.0
39,151,20150705,0910,重庆北,成都东,forward,1418.0,1882.0,1882.0,1372.0,0.9470590355853765,0.9675599435825106,1694->1695,,420337.0,313.0,1342.929712460064
39,162,20150606,1400,成都东,重庆北,reverse,1418.0,1411.0,1411.0,1134.0,0.766324797108829,0.7997179125528914,1689->1037,,340121.0,313.0,1086.6485623003196
39,157,20150606,1207,成都东,重庆北,reverse,1418.0,1072.0,1072.0,1072.0,0.7559943582510579,0.7559943582510579,1695->1694,,335536.0,313.0,1072.0
39,168,20150606,1709,成都东,重庆北,reverse,1418.0,1452.0,1452.0,1338.0,0.8851732855076447,0.9435825105782792,1695->1694,,392870.0,313.0,1255.1757188498402
39,153,20150705,1010,重庆北,成都东,forward,1418.0,1367.0,1367.0,1367.0,0.964033850493653,0.964033850493653,1037->1689,,427871.0,313.0,1367.0
39,164,20150606,1445,成都,重庆北,,1418.0,,,,,,,'start_id=1640 或 end_id=1037 不在合并站点序列中',,,
39,156,20150705,1127,重庆北,成都东,forward,1418.0,1477.0,1477.0,1331.0,0.9374563462916315,0.9386459802538787,1689->1690,,416075.0,313.0,1329.3130990415336
39,283,20150705,1116,重庆北,成都东,forward,1418.0,534.0,534.0,534.0,0.3765867418899859,0.3765867418899859,1037->1689,,167142.0,313.0,534.0
39,170,20150606,1809,成都东,重庆北,reverse,1418.0,985.0,985.0,900.0,0.626349040406999,0.6346967559943583,1689->1037,,277995.0,313.0,888.1629392971246
39,180,20150606,1331,成都东,重庆北,reverse,1094.0,880.0,880.0,828.0,0.6989767012633534,0.7568555758683729,1689->1037,,239345.0,313.0,764.6805111821086
39,173,20150606,1938,成都东,重庆北,reverse,1418.0,880.0,880.0,767.0,0.528654857446703,0.5409026798307476,1689->1037,,234635.0,313.0,749.6325878594249
89,464,20150705,1226,重庆北,成都,forward,1418.0,1342.0,1342.0,1342.0,0.9464033850493653,0.9464033850493653,1037->1689,,445544.0,332.0,1342.0
39,175,20150606,2105,成都东,重庆北,reverse,1418.0,630.0,630.0,593.0,0.3899746301545172,0.41819464033850495,1695->1694,,173084.0,313.0,552.9840255591055
39,166,20150606,1555,成都东,重庆北,reverse,1418.0,1447.0,1447.0,1371.0,0.9590635237498705,0.9668547249647391,1689->1037,,425665.0,313.0,1359.9520766773162
39,159,20150705,1304,重庆北,成都东,forward,1418.0,1654.0,1654.0,1374.0,0.953910696341425,0.9689703808180536,810->1694,,423378.0,313.0,1352.6453674121406
39,163,20150705,1530,重庆北,成都东,forward,1418.0,1840.0,1840.0,1376.0,0.9431927252080733,0.9703808180535967,1694->1695,,418621.0,313.0,1337.4472843450478
39,182,20150606,1855,成都东,重庆北,reverse,1094.0,553.0,553.0,539.0,0.4615270046901192,0.4926873857404022,1695->1694,,158037.0,313.0,504.9105431309904
89,181,20150505,2132,重庆北,成都东,forward,688.0,164.0,164.0,164.0,0.23837209302325582,0.23837209302325582,1037->1689,,51332.0,313.0,164.0
39,161,20150705,1427,重庆北,成都东,forward,1418.0,1430.0,1430.0,1366.0,0.9618843982209565,0.9633286318758815,1690->810,,426917.0,313.0,1363.9520766773162
39,167,20150705,1709,重庆北,成都东,forward,1418.0,1511.0,1511.0,1367.0,0.9627000184753759,0.964033850493653,1690->810,,427279.0,313.0,1365.1086261980831
68,321,20160106,1823,成都东,重庆北,forward,1106.0,397.0,467.0,397.0,0.3589511754068716,0.3589511754068716,1695->1037,,14689.0,37.0,397.0
68,300,20160205,1024,重庆北,成都东,reverse,1106.0,1064.0,1068.0,1064.0,0.9620253164556962,0.9620253164556962,1037->1695,,39368.0,37.0,1064.0
39,165,20150705,1625,重庆北,成都东,forward,1418.0,544.0,544.0,542.0,0.3814511731863715,0.382228490832158,1690->810,,169301.0,313.0,540.8977635782747
39,169,20150705,1734,重庆北,成都,,1418.0,,,,,,,'start_id=1037 或 end_id=1640 不在合并站点序列中',,,
39,171,20150705,1827,重庆北,成都东,forward,1378.0,1474.0,1474.0,1365.0,0.989879762771438,0.9905660377358491,1037->1689,,426949.0,313.0,1364.0543130990416
68,298,20160205,1010,重庆北,成都东,reverse,1106.0,994.0,805.0,994.0,0.8987341772151899,0.8987341772151899,1037->1695,,36778.0,37.0,994.0
68,296,20160205,0847,重庆北,成都东,reverse,1106.0,542.0,663.0,542.0,0.49005424954792043,0.49005424954792043,1037->1695,,20054.0,37.0,542.0
68,294,20160205,0856,重庆北,成都东,reverse,552.0,1022.0,516.0,1022.0,1.8514492753623188,1.8514492753623188,1037->1695,,37814.0,37.0,1022.0
89,465,20150705,1959,重庆北,成都,forward,1378.0,1374.0,1374.0,1374.0,0.9970972423802612,0.9970972423802612,1037->1689,,456168.0,332.0,1374.0
39,177,20150705,0634,重庆北,成都东,forward,1378.0,758.0,758.0,673.0,0.4208187074845704,0.488388969521045,1694->1695,,181505.0,313.0,579.888178913738
39,174,20150705,2134,重庆北,成都东,forward,1378.0,581.0,581.0,532.0,0.3726681721437282,0.386066763425254,1037->1689,,160737.0,313.0,513.5367412140575
39,159,20150606,1304,重庆北,成都东,forward,1418.0,2033.0,2033.0,1336.0,0.8989487060477566,0.9421720733427362,1037->1689,,398984.0,313.0,1274.7092651757189
39,147,20150606,0740,重庆北,成都东,forward,1378.0,1381.0,1381.0,1208.0,0.7387935471605374,0.8766328011611031,810->1694,,318652.0,313.0,1018.0575079872204
39,153,20150606,1010,重庆北,成都东,forward,1418.0,1354.0,1354.0,1354.0,0.9548660084626234,0.9548660084626234,1037->1689,,423802.0,313.0,1354.0
68,292,20160205,0819,重庆北,成都东,reverse,1106.0,998.0,460.0,998.0,0.9023508137432188,0.9023508137432188,1037->1695,,36926.0,37.0,998.0
39,178,20150606,2149,成都东,重庆北,reverse,688.0,307.0,307.0,307.0,0.44622093023255816,0.44622093023255816,1695->1694,,96091.0,313.0,307.0
39,151,20150606,0910,重庆北,成都东,forward,1418.0,1748.0,1748.0,1342.0,0.9247376271308643,0.9464033850493653,1037->1689,,410430.0,313.0,1311.2779552715656
89,464,20150606,1226,重庆北,成都,forward,1418.0,1327.0,1327.0,1327.0,0.9358251057827927,0.9358251057827927,1037->1689,,440564.0,332.0,1327.0
39,169,20150606,1734,重庆北,成都,,1418.0,,,,,,,'start_id=1037 或 end_id=1640 不在合并站点序列中',,,
39,150,20150406,0854,成都,重庆北,,1418.0,,,,,,,'start_id=1640 或 end_id=1037 不在合并站点序列中',,,
39,148,20150406,0749,成都,重庆北,,1418.0,,,,,,,'start_id=1640 或 end_id=1037 不在合并站点序列中',,,
39,163,20150606,1530,重庆北,成都东,forward,1418.0,1520.0,1520.0,1313.0,0.8629059513241437,0.9259520451339915,1037->1689,,382987.0,313.0,1223.6006389776358
39,149,20150606,0811,重庆北,成都,,1378.0,,,,,,,'start_id=1037 或 end_id=1640 不在合并站点序列中',,,
39,156,20150606,1127,重庆北,成都东,forward,1418.0,1434.0,1434.0,1338.0,0.9346782806184294,0.9435825105782792,1037->1689,,414842.0,313.0,1325.373801916933
39,161,20150606,1427,重庆北,成都东,forward,1418.0,1443.0,1443.0,1318.0,0.8732296308980384,0.9294781382228491,1037->1689,,387569.0,313.0,1238.2396166134185
39,154,20150406,1009,成都东,重庆北,reverse,1378.0,1365.0,1365.0,1365.0,0.9905660377358491,0.9905660377358491,1695->1694,,427245.0,313.0,1365.0
39,171,20150606,1827,重庆北,成都东,forward,1378.0,492.0,492.0,456.0,0.27690962964336885,0.3309143686502177,1037->1689,,119435.0,313.0,381.5814696485623
89,465,20150606,1959,重庆北,成都,forward,1378.0,259.0,259.0,259.0,0.18795355587808418,0.18795355587808418,1037->1689,,85988.0,332.0,259.0
39,167,20150606,1709,重庆北,成都东,forward,1418.0,979.0,979.0,908.0,0.4734270019872295,0.6403385049365303,1037->1689,,210123.0,313.0,671.3194888178914
39,181,20150606,2135,重庆北,成都东,forward,688.0,303.0,303.0,292.0,0.3051025336206256,0.42441860465116277,1037->1689,,65702.0,313.0,209.91054313099042
39,155,20150406,1038,成都,重庆北,,1418.0,,,,,,,'start_id=1640 或 end_id=1037 不在合并站点序列中',,,
39,179,20150606,1627,重庆北,成都东,forward,1378.0,1032.0,1032.0,1022.0,0.7104383349485526,0.7416545718432511,1037->1689,,306422.0,313.0,978.9840255591055
39,158,20150406,1230,成都东,重庆北,reverse,1418.0,1593.0,1593.0,1377.0,0.9639887886011437,0.9710860366713682,1690->1689,,427851.0,313.0,1366.9361022364217
39,152,20150406,0912,成都东,重庆北,reverse,1418.0,1368.0,1368.0,1368.0,0.9647390691114246,0.9647390691114246,1695->1694,,428184.0,313.0,1368.0
39,157,20150406,1207,成都东,重庆北,reverse,1418.0,684.0,684.0,684.0,0.4823695345557123,0.4823695345557123,1695->1694,,214092.0,313.0,684.0
39,162,20150406,1400,成都东,重庆北,reverse,1418.0,1527.0,1527.0,1377.0,0.9631438781165932,0.9710860366713682,1689->1037,,427476.0,313.0,1365.7380191693292
39,160,20150406,1341,成都东,重庆北,reverse,1418.0,730.0,730.0,715.0,0.500105895447397,0.504231311706629,1689->1037,,221964.0,313.0,709.1501597444089
39,177,20150606,0634,重庆北,成都东,forward,1378.0,685.0,685.0,614.0,0.36251779446064814,0.4455732946298984,1694->1695,,156359.0,313.0,499.5495207667732
68,348,20160205,2254,重庆北,成都东,reverse,1106.0,849.0,253.0,849.0,0.7676311030741411,0.7676311030741411,1037->1695,,31413.0,37.0,849.0
68,346,20160205,2202,重庆北,成都东,reverse,1106.0,902.0,236.0,902.0,0.8155515370705244,0.8155515370705244,1037->1695,,33374.0,37.0,902.0
68,344,20160205,2129,重庆北,成都东,reverse,1106.0,876.0,333.0,876.0,0.7920433996383364,0.7920433996383364,1037->1695,,32412.0,37.0,876.0
68,342,20160205,2101,重庆北,成都东,reverse,552.0,324.0,274.0,324.0,0.5869565217391305,0.5869565217391305,1037->1695,,11988.0,37.0,324.0
39,169,20150406,1734,重庆北,成都,,1418.0,,,,,,,'start_id=1037 或 end_id=1640 不在合并站点序列中',,,
89,283,20150406,1117,重庆北,成都东,forward,1418.0,704.0,704.0,704.0,0.49647390691114246,0.49647390691114246,1037->1689,,220352.0,313.0,704.0
39,153,20150406,1010,重庆北,成都东,forward,1418.0,1358.0,1358.0,1358.0,0.9576868829337094,0.9576868829337094,1037->1689,,425054.0,313.0,1358.0
39,159,20150406,1304,重庆北,成都东,forward,1418.0,1610.0,1610.0,1374.0,0.9612355069688217,0.9689703808180536,810->1694,,426629.0,313.0,1363.031948881789
39,151,20150406,0910,重庆北,成都东,forward,1418.0,860.0,860.0,686.0,0.47491629753466386,0.4837799717912553,1694->1695,,210784.0,313.0,673.4313099041534
89,465,20150406,1959,重庆北,成都东,forward,1378.0,688.0,688.0,688.0,0.49927431059506533,0.49927431059506533,1037->1689,,215344.0,313.0,688.0
39,177,20150406,0634,重庆北,成都东,forward,1378.0,788.0,788.0,680.0,0.47448494600221647,0.4934687953555878,1694->1695,,204652.0,313.0,653.8402555910543
89,464,20150406,1226,重庆北,成都,forward,1418.0,1345.0,1345.0,1345.0,0.9485190409026798,0.9485190409026798,1037->1689,,446540.0,332.0,1345.0
39,171,20150406,1827,重庆北,成都东,forward,1378.0,1369.0,1369.0,1215.0,0.8704748744534144,0.8817126269956459,1694->1695,,375448.0,313.0,1199.5143769968051
89,156,20150406,1130,重庆北,成都东,forward,1418.0,1352.0,1352.0,1352.0,0.9534555712270804,0.9534555712270804,1037->1689,,423176.0,313.0,1352.0
39,161,20150406,1427,重庆北,成都东,forward,1418.0,806.0,806.0,687.0,0.4840390776731841,0.4844851904090268,1689->1690,,214833.0,313.0,686.3674121405751
39,167,20150406,1709,重庆北,成都东,forward,1418.0,1529.0,1529.0,1375.0,0.968341767417548,0.9696755994358252,1690->810,,429783.0,313.0,1373.1086261980831
39,174,20150406,2129,重庆北,成都,,1378.0,,,,,,,'start_id=1037 或 end_id=1640 不在合并站点序列中',,,
39,163,20150406,1530,重庆北,成都东,forward,1418.0,1895.0,1895.0,1374.0,0.9211078916892351,0.9689703808180536,1694->1695,,408819.0,313.0,1306.1309904153354
39,165,20150406,1614,重庆北,成都东,forward,1418.0,740.0,740.0,715.0,0.5004371003573408,0.504231311706629,810->1694,,222111.0,313.0,709.6198083067093
39,149,20150406,0811,重庆北,成都,,1378.0,,,,,,,'start_id=1037 或 end_id=1640 不在合并站点序列中',,,
39,147,20150406,0740,重庆北,成都东,forward,1378.0,1525.0,1525.0,1370.0,0.9632193715019685,0.9941944847605225,810->1694,,415450.0,313.0,1327.3162939297124
39,284,20160205,1618,重庆北,成都东,forward,1378.0,1566.0,1566.0,1364.0,0.7462799723635217,0.9898403483309144,1037->1689,,321881.0,313.0,1028.373801916933
