站点id,上客量,下客量,车上人数,yyxlbm,lcbm,yxrq,trip_key
1694,0.0,0.0,1327.0,39,153,20150602,1010
1695,0.0,1327.0,0.0,39,153,20150602,1010
1037,688.0,0.0,688.0,39,159,20150602,1304
1689,89.0,94.0,683.0,39,159,20150602,1304
1690,25.0,83.0,625.0,39,159,20150602,1304
810,291.0,234.0,682.0,39,159,20150602,1304
1694,0.0,0.0,682.0,39,159,20150602,1304
1695,0.0,682.0,0.0,39,159,20150602,1304
1037,663.0,0.0,663.0,39,156,20150602,1127
1689,67.0,66.0,664.0,39,156,20150602,1127
1690,0.0,0.0,664.0,39,156,20150602,1127
810,0.0,0.0,664.0,39,156,20150602,1127
1694,0.0,0.0,664.0,39,156,20150602,1127
1695,0.0,664.0,0.0,39,156,20150602,1127
1037,654.0,0.0,654.0,39,159,20150302,1304
1689,133.0,119.0,668.0,39,159,20150302,1304
1690,55.0,45.0,678.0,39,159,20150302,1304
810,127.0,117.0,688.0,39,159,20150302,1304
1694,0.0,0.0,688.0,39,159,20150302,1304
1695,0.0,688.0,0.0,39,159,20150302,1304
1037,1329.0,0.0,1329.0,39,161,20150602,1427
1689,116.0,110.0,1335.0,39,161,20150602,1427
1690,71.0,61.0,1345.0,39,161,20150602,1427
810,0.0,0.0,1345.0,39,161,20150602,1427
1694,0.0,0.0,1345.0,39,161,20150602,1427
1695,0.0,1345.0,0.0,39,161,20150602,1427
1037,641.0,0.0,641.0,39,163,20150302,1530
1689,123.0,166.0,598.0,39,163,20150302,1530
1690,52.0,54.0,596.0,39,163,20150302,1530
810,0.0,0.0,596.0,39,163,20150302,1530
1694,119.0,30.0,685.0,39,163,20150302,1530
1695,0.0,685.0,0.0,39,163,20150302,1530
1037,1339.0,0.0,1339.0,39,163,20150602,1530
1689,69.0,104.0,1304.0,39,163,20150602,1530
1690,34.0,97.0,1241.0,39,163,20150602,1530
810,0.0,0.0,1241.0,39,163,20150602,1530
1694,99.0,35.0,1305.0,39,163,20150602,1530
1695,0.0,1305.0,0.0,39,163,20150602,1530
1037,594.0,0.0,594.0,39,147,20150302,0740
1689,0.0,0.0,594.0,39,147,20150302,0740
1690,0.0,0.0,594.0,39,147,20150302,0740
810,255.0,159.0,690.0,39,147,20150302,0740
1694,0.0,0.0,690.0,39,147,20150302,0740
1695,0.0,690.0,0.0,39,147,20150302,0740
1037,1355.0,0.0,1355.0,89,464,20150602,1226
1689,0.0,0.0,1355.0,89,464,20150602,1226
1690,0.0,0.0,1355.0,89,464,20150602,1226
810,0.0,0.0,1355.0,89,464,20150602,1226
1694,0.0,0.0,1355.0,89,464,20150602,1226
1695,0.0,0.0,1355.0,89,464,20150602,1226
1640,0.0,1355.0,0.0,89,464,20150602,1226
1037,675.0,0.0,675.0,39,167,20150602,1709
1689,62.0,146.0,591.0,39,167,20150602,1709
1690,20.0,82.0,529.0,39,167,20150602,1709
810,0.0,0.0,529.0,39,167,20150602,1709
1694,0.0,0.0,529.0,39,167,20150602,1709
1695,0.0,529.0,0.0,39,167,20150602,1709
1037,355.0,0.0,355.0,39,177,20150402,0634
1689,78.0,15.0,418.0,39,177,20150402,0634
1690,35.0,46.0,407.0,39,177,20150402,0634
810,0.0,0.0,407.0,39,177,20150402,0634
1694,69.0,9.0,467.0,39,177,20150402,0634
1695,0.0,467.0,0.0,39,177,20150402,0634
1037,675.0,0.0,675.0,39,161,20150302,1427
1689,124.0,114.0,685.0,39,161,20150302,1427
1690,47.0,41.0,691.0,39,161,20150302,1427
810,0.0,0.0,691.0,39,161,20150302,1427
1694,0.0,0.0,691.0,39,161,20150302,1427
1695,0.0,691.0,0.0,39,161,20150302,1427
1037,1032.0,0.0,1032.0,39,179,20150602,1627
1689,0.0,0.0,1032.0,39,179,20150602,1627
1690,18.0,60.0,990.0,39,179,20150602,1627
810,0.0,0.0,990.0,39,179,20150602,1627
1694,0.0,0.0,990.0,39,179,20150602,1627
1695,0.0,990.0,0.0,39,179,20150602,1627
1037,623.0,0.0,623.0,39,171,20150302,1827
1689,101.0,102.0,622.0,39,171,20150302,1827
1690,42.0,24.0,640.0,39,171,20150302,1827
810,0.0,0.0,640.0,39,171,20150302,1827
1694,58.0,12.0,686.0,39,171,20150302,1827
1695,0.0,686.0,0.0,39,171,20150302,1827
1037,369.0,0.0,369.0,39,171,20150602,1827
1689,22.0,40.0,351.0,39,171,20150602,1827
1690,17.0,40.0,328.0,39,171,20150602,1827
810,0.0,0.0,328.0,39,171,20150602,1827
1694,0.0,0.0,328.0,39,171,20150602,1827
1695,0.0,328.0,0.0,39,171,20150602,1827
1037,668.0,0.0,668.0,39,167,20150402,1709
1689,114.0,112.0,670.0,39,167,20150402,1709
1690,53.0,75.0,648.0,39,167,20150402,1709
810,0.0,0.0,648.0,39,167,20150402,1709
1694,0.0,0.0,648.0,39,167,20150402,1709
1695,0.0,648.0,0.0,39,167,20150402,1709
1037,227.0,0.0,227.0,89,465,20150602,1959
1689,0.0,0.0,227.0,89,465,20150602,1959
1690,0.0,0.0,227.0,89,465,20150602,1959
810,0.0,0.0,227.0,89,465,20150602,1959
1694,0.0,0.0,227.0,89,465,20150602,1959
1695,0.0,0.0,227.0,89,465,20150602,1959
1640,0.0,227.0,0.0,89,465,20150602,1959
1037,323.0,0.0,323.0,39,177,20150602,0634
1689,70.0,16.0,377.0,39,177,20150602,0634
1690,35.0,41.0,371.0,39,177,20150602,0634
810,0.0,0.0,371.0,39,177,20150602,0634
1694,86.0,5.0,452.0,39,177,20150602,0634
1695,0.0,452.0,0.0,39,177,20150602,0634
1037,684.0,0.0,684.0,39,153,20150302,1010
1689,0.0,0.0,684.0,39,153,20150302,1010
1690,0.0,0.0,684.0,39,153,20150302,1010
810,0.0,0.0,684.0,39,153,20150302,1010
1694,0.0,0.0,684.0,39,153,20150302,1010
1695,0.0,684.0,0.0,39,153,20150302,1010
1037,691.0,0.0,691.0,89,464,20150302,1226
1689,0.0,0.0,691.0,89,464,20150302,1226
1690,0.0,0.0,691.0,89,464,20150302,1226
810,0.0,0.0,691.0,89,464,20150302,1226
1694,0.0,0.0,691.0,89,464,20150302,1226
1695,0.0,0.0,691.0,89,464,20150302,1226
1640,0.0,691.0,0.0,89,464,20150302,1226
1037,658.0,0.0,658.0,39,167,20150302,1709
1689,81.0,57.0,682.0,39,167,20150302,1709
1690,34.0,33.0,683.0,39,167,20150302,1709
810,0.0,0.0,683.0,39,167,20150302,1709
1694,0.0,0.0,683.0,39,167,20150302,1709
1695,0.0,683.0,0.0,39,167,20150302,1709
1037,691.0,0.0,691.0,89,465,20150302,1959
1689,0.0,0.0,691.0,89,465,20150302,1959
1690,0.0,0.0,691.0,89,465,20150302,1959
810,0.0,0.0,691.0,89,465,20150302,1959
1694,0.0,0.0,691.0,89,465,20150302,1959
1695,0.0,691.0,0.0,89,465,20150302,1959
1037,622.0,0.0,622.0,39,177,20150302,0636
1689,0.0,0.0,622.0,39,177,20150302,0636
1690,99.0,42.0,679.0,39,177,20150302,0636
810,0.0,0.0,679.0,39,177,20150302,0636
1694,0.0,0.0,679.0,39,177,20150302,0636
1695,0.0,679.0,0.0,39,177,20150302,0636
1695,391.0,0.0,391.0,39,150,20150702,0829
1694,17.0,52.0,356.0,39,150,20150702,0829
810,0.0,0.0,356.0,39,150,20150702,0829
1690,0.0,0.0,356.0,39,150,20150702,0829
1689,0.0,0.0,356.0,39,150,20150702,0829
1037,0.0,356.0,0.0,39,150,20150702,0829
1695,1348.0,0.0,1348.0,39,154,20150702,1009
1694,0.0,0.0,1348.0,39,154,20150702,1009
810,0.0,0.0,1348.0,39,154,20150702,1009
1690,0.0,0.0,1348.0,39,154,20150702,1009
1689,0.0,0.0,1348.0,39,154,20150702,1009
1037,0.0,1348.0,0.0,39,154,20150702,1009
1695,1355.0,0.0,1355.0,39,158,20150702,1230
1694,0.0,0.0,1355.0,39,158,20150702,1230
810,149.0,208.0,1296.0,39,158,20150702,1230
1690,85.0,87.0,1294.0,39,158,20150702,1230
1689,252.0,175.0,1371.0,39,158,20150702,1230
1037,0.0,1371.0,0.0,39,158,20150702,1230
1695,669.0,0.0,669.0,39,162,20150702,1400
1694,0.0,0.0,669.0,39,162,20150702,1400
810,35.0,81.0,623.0,39,162,20150702,1400
1690,48.0,27.0,644.0,39,162,20150702,1400
1689,119.0,78.0,685.0,39,162,20150702,1400
1037,0.0,685.0,0.0,39,162,20150702,1400
1695,670.0,0.0,670.0,39,157,20150702,1207
1694,0.0,0.0,670.0,39,157,20150702,1207
810,0.0,0.0,670.0,39,157,20150702,1207
1690,0.0,0.0,670.0,39,157,20150702,1207
1689,0.0,0.0,670.0,39,157,20150702,1207
1037,0.0,670.0,0.0,39,157,20150702,1207
1695,538.0,0.0,538.0,39,160,20150702,1331
1694,0.0,0.0,538.0,39,160,20150702,1331
810,0.0,0.0,538.0,39,160,20150702,1331
1690,16.0,24.0,530.0,39,160,20150702,1331
1689,24.0,10.0,544.0,39,160,20150702,1331
1037,0.0,544.0,0.0,39,160,20150702,1331
1695,673.0,0.0,673.0,39,173,20150702,1938
1694,0.0,0.0,673.0,39,173,20150702,1938
810,0.0,0.0,673.0,39,173,20150702,1938
1690,38.0,57.0,654.0,39,173,20150702,1938
1689,125.0,100.0,679.0,39,173,20150702,1938
1037,0.0,679.0,0.0,39,173,20150702,1938
1695,680.0,0.0,680.0,39,168,20150702,1709
1694,43.0,140.0,583.0,39,168,20150702,1709
810,0.0,0.0,583.0,39,168,20150702,1709
1690,129.0,26.0,686.0,39,168,20150702,1709
1689,0.0,0.0,686.0,39,168,20150702,1709
1037,0.0,686.0,0.0,39,168,20150702,1709
1695,1353.0,0.0,1353.0,39,170,20150702,1809
1694,0.0,0.0,1353.0,39,170,20150702,1809
810,0.0,0.0,1353.0,39,170,20150702,1809
1690,0.0,0.0,1353.0,39,170,20150702,1809
1689,149.0,129.0,1373.0,39,170,20150702,1809
1037,0.0,1373.0,0.0,39,170,20150702,1809
1695,678.0,0.0,678.0,39,175,20150702,2105
1694,0.0,0.0,678.0,39,175,20150702,2105
810,54.0,51.0,681.0,39,175,20150702,2105
1690,0.0,0.0,681.0,39,175,20150702,2105
1689,0.0,0.0,681.0,39,175,20150702,2105
1037,0.0,681.0,0.0,39,175,20150702,2105
1695,533.0,0.0,533.0,39,172,20150702,1855
1694,1.0,5.0,529.0,39,172,20150702,1855
810,0.0,0.0,529.0,39,172,20150702,1855
1690,14.0,3.0,540.0,39,172,20150702,1855
1689,0.0,0.0,540.0,39,172,20150702,1855
1037,0.0,540.0,0.0,39,172,20150702,1855
1695,684.0,0.0,684.0,39,176,20150702,2203
1694,0.0,0.0,684.0,39,176,20150702,2203
810,0.0,0.0,684.0,39,176,20150702,2203
1690,0.0,0.0,684.0,39,176,20150702,2203
1689,0.0,0.0,684.0,39,176,20150702,2203
1037,0.0,684.0,0.0,39,176,20150702,2203
1037,1009.0,0.0,1009.0,39,147,20150402,0740
1689,0.0,0.0,1009.0,39,147,20150402,0740
1690,0.0,0.0,1009.0,39,147,20150402,0740
810,423.0,155.0,1277.0,39,147,20150402,0740
1694,0.0,0.0,1277.0,39,147,20150402,0740
1695,0.0,1277.0,0.0,39,147,20150402,0740
1037,650.0,0.0,650.0,39,151,20150402,0910
1689,158.0,140.0,668.0,39,151,20150402,0910
1690,83.0,116.0,635.0,39,151,20150402,0910
810,0.0,0.0,635.0,39,151,20150402,0910
1694,75.0,34.0,676.0,39,151,20150402,0910
1695,0.0,676.0,0.0,39,151,20150402,0910
1037,193.0,0.0,193.0,39,181,20150602,2135
1689,15.0,45.0,163.0,39,181,20150602,2135
1690,0.0,19.0,144.0,39,181,20150602,2135
810,0.0,0.0,144.0,39,181,20150602,2135
1694,0.0,0.0,144.0,39,181,20150602,2135
1695,0.0,144.0,0.0,39,181,20150602,2135
1695,686.0,0.0,686.0,39,178,20150702,2149
1694,0.0,0.0,686.0,39,178,20150702,2149
810,0.0,0.0,686.0,39,178,20150702,2149
1690,0.0,0.0,686.0,39,178,20150702,2149
1689,0.0,0.0,686.0,39,178,20150702,2149
1037,0.0,686.0,0.0,39,178,20150702,2149
1695,685.0,0.0,685.0,39,166,20150702,1555
1694,0.0,0.0,685.0,39,166,20150702,1555
810,0.0,0.0,685.0,39,166,20150702,1555
1690,0.0,0.0,685.0,39,166,20150702,1555
1689,85.0,84.0,686.0,39,166,20150702,1555
1037,0.0,686.0,0.0,39,166,20150702,1555
1037,671.0,0.0,671.0,89,156,20150402,1130
1689,0.0,0.0,671.0,89,156,20150402,1130
1690,0.0,0.0,671.0,89,156,20150402,1130
810,0.0,0.0,671.0,89,156,20150402,1130
1694,0.0,0.0,671.0,89,156,20150402,1130
1695,0.0,671.0,0.0,89,156,20150402,1130
1037,1344.0,0.0,1344.0,39,153,20150402,1010
1689,0.0,0.0,1344.0,39,153,20150402,1010
1690,0.0,0.0,1344.0,39,153,20150402,1010
810,0.0,0.0,1344.0,39,153,20150402,1010
1694,0.0,0.0,1344.0,39,153,20150402,1010
1695,0.0,1344.0,0.0,39,153,20150402,1010
1037,1353.0,0.0,1353.0,89,464,20150402,1226
1689,0.0,0.0,1353.0,89,464,20150402,1226
1690,0.0,0.0,1353.0,89,464,20150402,1226
810,0.0,0.0,1353.0,89,464,20150402,1226
1694,0.0,0.0,1353.0,89,464,20150402,1226
1695,0.0,0.0,1353.0,89,464,20150402,1226
1640,0.0,1353.0,0.0,89,464,20150402,1226
1037,674.0,0.0,674.0,39,159,20150402,1304
1689,133.0,125.0,682.0,39,159,20150402,1304
1690,22.0,66.0,638.0,39,159,20150402,1304
810,258.0,212.0,684.0,39,159,20150402,1304
1694,0.0,0.0,684.0,39,159,20150402,1304
1695,0.0,684.0,0.0,39,159,20150402,1304
1695,589.0,0.0,589.0,39,158,20151230,1230
1694,0.0,0.0,589.0,39,158,20151230,1230
810,119.0,167.0,541.0,39,158,20151230,1230
1690,135.0,84.0,592.0,39,158,20151230,1230
1689,191.0,103.0,680.0,39,158,20151230,1230
1037,0.0,680.0,0.0,39,158,20151230,1230
1695,896.0,0.0,896.0,39,168,20151230,1709
1694,57.0,223.0,730.0,39,168,20151230,1709
810,0.0,0.0,730.0,39,168,20151230,1709
1690,154.0,88.0,796.0,39,168,20151230,1709
1689,0.0,0.0,796.0,39,168,20151230,1709
1037,0.0,796.0,0.0,39,168,20151230,1709
1695,496.0,0.0,496.0,39,157,20151230,1207
1694,0.0,0.0,496.0,39,157,20151230,1207
810,0.0,0.0,496.0,39,157,20151230,1207
1690,0.0,0.0,496.0,39,157,20151230,1207
1689,0.0,0.0,496.0,39,157,20151230,1207
1037,0.0,496.0,0.0,39,157,20151230,1207
1695,590.0,0.0,590.0,39,166,20151230,1555
1694,0.0,0.0,590.0,39,166,20151230,1555
810,0.0,0.0,590.0,39,166,20151230,1555
1690,0.0,0.0,590.0,39,166,20151230,1555
1689,190.0,98.0,682.0,39,166,20151230,1555
1037,0.0,682.0,0.0,39,166,20151230,1555
1037,675.0,0.0,675.0,39,161,20150402,1427
1689,80.0,81.0,674.0,39,161,20150402,1427
1690,55.0,48.0,681.0,39,161,20150402,1427
810,0.0,0.0,681.0,39,161,20150402,1427
1694,0.0,0.0,681.0,39,161,20150402,1427
1695,0.0,681.0,0.0,39,161,20150402,1427
1695,631.0,0.0,631.0,39,175,20151230,2105
1694,0.0,0.0,631.0,39,175,20151230,2105
810,42.0,73.0,600.0,39,175,20151230,2105
1690,0.0,0.0,600.0,39,175,20151230,2105
1689,0.0,0.0,600.0,39,175,20151230,2105
1037,0.0,600.0,0.0,39,175,20151230,2105
1695,507.0,0.0,507.0,68,293,20151230,0854
1037,0.0,444.0,63.0,68,293,20151230,0854
1695,641.0,0.0,641.0,68,299,20151230,1131
1037,0.0,582.0,59.0,68,299,20151230,1131
1695,643.0,0.0,643.0,68,297,20151230,1040
1037,0.0,880.0,-237.0,68,297,20151230,1040
1695,596.0,0.0,596.0,68,301,20151230,1146
1037,0.0,429.0,167.0,68,301,20151230,1146
1695,309.0,0.0,309.0,68,291,20151230,0859
1037,0.0,229.0,80.0,68,291,20151230,0859
1695,374.0,0.0,374.0,68,303,20151230,1151
1037,0.0,374.0,0.0,68,303,20151230,1151
1695,625.0,0.0,625.0,68,305,20151230,1325
1037,0.0,503.0,122.0,68,305,20151230,1325
1037,1345.0,0.0,1345.0,39,163,20150402,1530
1689,121.0,109.0,1357.0,39,163,20150402,1530
1690,33.0,81.0,1309.0,39,163,20150402,1530
810,0.0,0.0,1309.0,39,163,20150402,1530
1694,66.0,24.0,1351.0,39,163,20150402,1530
1695,0.0,1351.0,0.0,39,163,20150402,1530
1695,530.0,0.0,530.0,68,307,20151230,1319
1037,0.0,530.0,0.0,68,307,20151230,1319
1695,990.0,0.0,990.0,68,311,20151230,1542
1037,0.0,1081.0,-91.0,68,311,20151230,1542
1695,1071.0,0.0,1071.0,68,309,20151230,1446
1037,0.0,601.0,470.0,68,309,20151230,1446
1695,587.0,0.0,587.0,68,295,20151230,0935
1037,0.0,394.0,193.0,68,295,20151230,0935
1695,1083.0,0.0,1083.0,68,313,20151230,1603
1037,0.0,620.0,463.0,68,313,20151230,1603
1695,782.0,0.0,782.0,68,315,20151230,1557
1037,0.0,782.0,0.0,68,315,20151230,1557
1695,661.0,0.0,661.0,68,319,20151230,1710
1037,0.0,496.0,165.0,68,319,20151230,1710
1695,562.0,0.0,562.0,68,321,20151230,1823
1037,0.0,574.0,-12.0,68,321,20151230,1823
1037,1258.0,0.0,1258.0,39,147,20150702,0740
1689,0.0,0.0,1258.0,39,147,20150702,0740
1690,0.0,0.0,1258.0,39,147,20150702,0740
810,404.0,304.0,1358.0,39,147,20150702,0740
1694,0.0,0.0,1358.0,39,147,20150702,0740
1695,0.0,1358.0,0.0,39,147,20150702,0740
1037,666.0,0.0,666.0,39,151,20150702,0910
1689,95.0,88.0,673.0,39,151,20150702,0910
1690,55.0,94.0,634.0,39,151,20150702,0910
810,0.0,0.0,634.0,39,151,20150702,0910
1694,74.0,25.0,683.0,39,151,20150702,0910
1695,0.0,683.0,0.0,39,151,20150702,0910
1037,1369.0,0.0,1369.0,39,153,20150702,1010
1689,0.0,0.0,1369.0,39,153,20150702,1010
1690,0.0,0.0,1369.0,39,153,20150702,1010
810,0.0,0.0,1369.0,39,153,20150702,1010
1694,0.0,0.0,1369.0,39,153,20150702,1010
1695,0.0,1369.0,0.0,39,153,20150702,1010
1695,538.0,0.0,538.0,68,317,20151230,1732
1037,0.0,544.0,-6.0,68,317,20151230,1732
1037,543.0,0.0,543.0,39,283,20150702,1116
1689,0.0,0.0,543.0,39,283,20150702,1116
1690,0.0,0.0,543.0,39,283,20150702,1116
810,0.0,0.0,543.0,39,283,20150702,1116
1694,0.0,0.0,543.0,39,283,20150702,1116
1695,0.0,543.0,0.0,39,283,20150702,1116
1037,1352.0,0.0,1352.0,89,464,20150702,1226
1689,0.0,0.0,1352.0,89,464,20150702,1226
1690,0.0,0.0,1352.0,89,464,20150702,1226
810,0.0,0.0,1352.0,89,464,20150702,1226
1694,0.0,0.0,1352.0,89,464,20150702,1226
1695,0.0,0.0,1352.0,89,464,20150702,1226
1640,0.0,1352.0,0.0,89,464,20150702,1226
1037,676.0,0.0,676.0,39,159,20150702,1304
1689,79.0,79.0,676.0,39,159,20150702,1304
1690,37.0,78.0,635.0,39,159,20150702,1304
810,205.0,163.0,677.0,39,159,20150702,1304
1694,0.0,0.0,677.0,39,159,20150702,1304
1695,0.0,677.0,0.0,39,159,20150702,1304
1695,608.0,0.0,608.0,68,325,20151230,2012
1037,0.0,524.0,84.0,68,325,20151230,2012
1037,656.0,0.0,656.0,39,156,20150702,1127
1689,127.0,121.0,662.0,39,156,20150702,1127
1690,0.0,0.0,662.0,39,156,20150702,1127
810,0.0,0.0,662.0,39,156,20150702,1127
1694,0.0,0.0,662.0,39,156,20150702,1127
1695,0.0,662.0,0.0,39,156,20150702,1127
1037,665.0,0.0,665.0,39,161,20150702,1427
1689,55.0,55.0,665.0,39,161,20150702,1427
1690,46.0,37.0,674.0,39,161,20150702,1427
810,0.0,0.0,674.0,39,161,20150702,1427
1694,0.0,0.0,674.0,39,161,20150702,1427
1695,0.0,674.0,0.0,39,161,20150702,1427
1037,1347.0,0.0,1347.0,39,163,20150702,1530
1689,185.0,182.0,1350.0,39,163,20150702,1530
1690,65.0,95.0,1320.0,39,163,20150702,1530
810,0.0,0.0,1320.0,39,163,20150702,1530
1694,109.0,63.0,1366.0,39,163,20150702,1530
1695,0.0,1366.0,0.0,39,163,20150702,1530
1037,684.0,0.0,684.0,39,167,20150702,1709
1689,69.0,68.0,685.0,39,167,20150702,1709
1690,43.0,44.0,684.0,39,167,20150702,1709
810,0.0,0.0,684.0,39,167,20150702,1709
1694,0.0,0.0,684.0,39,167,20150702,1709
1695,0.0,684.0,0.0,39,167,20150702,1709
1037,538.0,0.0,538.0,39,165,20150702,1625
1689,0.0,0.0,538.0,39,165,20150702,1625
1690,6.0,2.0,542.0,39,165,20150702,1625
810,0.0,0.0,542.0,39,165,20150702,1625
1694,0.0,0.0,542.0,39,165,20150702,1625
1695,0.0,542.0,0.0,39,165,20150702,1625
1037,683.0,0.0,683.0,39,171,20150702,1827
1689,105.0,105.0,683.0,39,171,20150702,1827
1690,64.0,86.0,661.0,39,171,20150702,1827
810,0.0,0.0,661.0,39,171,20150702,1827
1694,0.0,0.0,661.0,39,171,20150702,1827
1695,0.0,661.0,0.0,39,171,20150702,1827
1037,684.0,0.0,684.0,89,465,20150702,1959
1689,0.0,0.0,684.0,89,465,20150702,1959
1690,0.0,0.0,684.0,89,465,20150702,1959
810,0.0,0.0,684.0,89,465,20150702,1959
1694,0.0,0.0,684.0,89,465,20150702,1959
1695,0.0,0.0,684.0,89,465,20150702,1959
1640,0.0,684.0,0.0,89,465,20150702,1959
1037,566.0,0.0,566.0,39,177,20150702,0634
1689,157.0,47.0,676.0,39,177,20150702,0634
1690,63.0,101.0,638.0,39,177,20150702,0634
810,0.0,0.0,638.0,39,177,20150702,0634
1694,123.0,75.0,686.0,39,177,20150702,0634
1695,0.0,686.0,0.0,39,177,20150702,0634
1037,544.0,0.0,544.0,39,174,20150702,2134
1689,19.0,58.0,505.0,39,174,20150702,2134
1690,8.0,43.0,470.0,39,174,20150702,2134
810,0.0,0.0,470.0,39,174,20150702,2134
1694,0.0,0.0,470.0,39,174,20150702,2134
1695,0.0,470.0,0.0,39,174,20150702,2134
1695,868.0,0.0,868.0,68,323,20151230,1906
1037,0.0,490.0,378.0,68,323,20151230,1906
1695,1015.0,0.0,1015.0,68,327,20151230,2001
1037,0.0,604.0,411.0,68,327,20151230,2001
1695,539.0,0.0,539.0,68,329,20151230,2131
1037,0.0,291.0,248.0,68,329,20151230,2131
1695,2174.0,0.0,2174.0,39,150,20151001,0829
1694,44.0,100.0,2118.0,39,150,20151001,0829
810,0.0,0.0,2118.0,39,150,20151001,0829
1690,0.0,0.0,2118.0,39,150,20151001,0829
1689,0.0,0.0,2118.0,39,150,20151001,0829
1037,0.0,2118.0,0.0,39,150,20151001,0829
1695,1228.0,0.0,1228.0,39,157,20160101,1207
1694,0.0,0.0,1228.0,39,157,20160101,1207
810,0.0,0.0,1228.0,39,157,20160101,1207
1690,0.0,0.0,1228.0,39,157,20160101,1207
1689,0.0,0.0,1228.0,39,157,20160101,1207
1037,0.0,1228.0,0.0,39,157,20160101,1207
1695,38.0,0.0,38.0,39,158,20160101,1230
1694,0.0,0.0,38.0,39,158,20160101,1230
810,3.0,0.0,41.0,39,158,20160101,1230
1690,0.0,2.0,39.0,39,158,20160101,1230
1689,10.0,39.0,10.0,39,158,20160101,1230
1037,0.0,10.0,0.0,39,158,20160101,1230
1695,531.0,0.0,531.0,39,166,20160101,1555
1694,0.0,0.0,531.0,39,166,20160101,1555
810,0.0,0.0,531.0,39,166,20160101,1555
1690,0.0,0.0,531.0,39,166,20160101,1555
1689,122.0,30.0,623.0,39,166,20160101,1555
1037,0.0,623.0,0.0,39,166,20160101,1555
1695,742.0,0.0,742.0,68,291,20160101,0859
1037,0.0,746.0,-4.0,68,291,20160101,0859
1695,36.0,0.0,36.0,39,168,20160101,1709
1694,0.0,0.0,36.0,39,168,20160101,1709
810,0.0,0.0,36.0,39,168,20160101,1709
1690,0.0,36.0,0.0,39,168,20160101,1709
1689,0.0,0.0,0.0,39,168,20160101,1709
1037,0.0,0.0,0.0,39,168,20160101,1709
1695,1068.0,0.0,1068.0,68,295,20160101,0935
1037,0.0,1029.0,39.0,68,295,20160101,0935
1695,848.0,0.0,848.0,68,303,20160101,1151
1037,0.0,848.0,0.0,68,303,20160101,1151
1695,1068.0,0.0,1068.0,68,307,20160101,1319
1037,0.0,1068.0,0.0,68,307,20160101,1319
1695,270.0,0.0,270.0,68,311,20160101,1542
1037,0.0,396.0,-126.0,68,311,20160101,1542
1695,24.0,0.0,24.0,68,313,20160101,1603
1037,0.0,30.0,-6.0,68,313,20160101,1603
1695,843.0,0.0,843.0,68,317,20160101,1732
1037,0.0,1011.0,-168.0,68,317,20160101,1732
1695,30.0,0.0,30.0,68,323,20160101,1906
1037,0.0,0.0,30.0,68,323,20160101,1906
1695,327.0,0.0,327.0,68,319,20160101,1710
1037,0.0,494.0,-167.0,68,319,20160101,1710
1695,141.0,0.0,141.0,68,325,20160101,2012
1037,0.0,22.0,119.0,68,325,20160101,2012
1695,0.0,0.0,0.0,68,327,20160101,2108
1037,0.0,136.0,-136.0,68,327,20160101,2108
1695,756.0,0.0,756.0,68,329,20160101,2131
1037,0.0,502.0,254.0,68,329,20160101,2131
1695,1011.0,0.0,1011.0,39,154,20150502,1009
1694,0.0,0.0,1011.0,39,154,20150502,1009
810,0.0,0.0,1011.0,39,154,20150502,1009
1690,0.0,0.0,1011.0,39,154,20150502,1009
1689,0.0,0.0,1011.0,39,154,20150502,1009
1037,0.0,1011.0,0.0,39,154,20150502,1009
1695,833.0,0.0,833.0,39,152,20150502,0912
1694,0.0,0.0,833.0,39,152,20150502,0912
810,0.0,0.0,833.0,39,152,20150502,0912
1690,0.0,0.0,833.0,39,152,20150502,0912
1689,0.0,0.0,833.0,39,152,20150502,0912
1037,0.0,833.0,0.0,39,152,20150502,0912
1695,1369.0,0.0,1369.0,39,162,20150502,1400
1694,0.0,0.0,1369.0,39,162,20150502,1400
810,87.0,117.0,1339.0,39,162,20150502,1400
1690,76.0,33.0,1382.0,39,162,20150502,1400
1689,53.0,37.0,1398.0,39,162,20150502,1400
1037,0.0,1398.0,0.0,39,162,20150502,1400
1695,959.0,0.0,959.0,39,158,20150502,1230
1694,0.0,0.0,959.0,39,158,20150502,1230
810,145.0,181.0,923.0,39,158,20150502,1230
1690,202.0,85.0,1040.0,39,158,20150502,1230
1689,227.0,92.0,1175.0,39,158,20150502,1230
1037,0.0,1175.0,0.0,39,158,20150502,1230
1695,350.0,0.0,350.0,68,321,20160101,1823
1037,0.0,295.0,55.0,68,321,20160101,1823
1695,2166.0,0.0,2166.0,39,172,20151001,1855
1694,2.0,2.0,2166.0,39,172,20151001,1855
810,0.0,0.0,2166.0,39,172,20151001,1855
1690,16.0,4.0,2178.0,39,172,20151001,1855
1689,0.0,0.0,2178.0,39,172,20151001,1855
1037,0.0,2178.0,0.0,39,172,20151001,1855
1695,2730.0,0.0,2730.0,39,173,20151001,1938
1694,0.0,0.0,2730.0,39,173,20151001,1938
810,0.0,0.0,2730.0,39,173,20151001,1938
1690,38.0,44.0,2724.0,39,173,20151001,1938
1689,80.0,50.0,2754.0,39,173,20151001,1938
1037,0.0,2754.0,0.0,39,173,20151001,1938
1695,1141.0,0.0,1141.0,39,157,20150502,1207
1694,0.0,0.0,1141.0,39,157,20150502,1207
810,0.0,0.0,1141.0,39,157,20150502,1207
