from,to,区间距离,区间车上人数,yyxlbm,lcbm,yxrq,trip_key,区间人公里,列车定员,断面满载率
1037,1689,66.0,1342.0,39,165,20150101,1614,88572.0,1418.0,0.9464033850493653
1689,1690,49.0,1328.0,39,165,20150101,1614,65072.0,1418.0,0.9365303244005642
1690,810,52.0,1314.0,39,165,20150101,1614,68328.0,1418.0,0.926657263751763
810,1694,27.0,1389.0,39,165,20150101,1614,37503.0,1418.0,0.9795486600846263
1694,1695,119.0,1389.0,39,165,20150101,1614,165291.0,1418.0,0.9795486600846263
1037,1689,66.0,1237.0,39,163,20150101,1530,81642.0,1418.0,0.8723554301833568
1689,1690,49.0,1152.0,39,163,20150101,1530,56448.0,1418.0,0.8124118476727785
1690,810,52.0,957.0,39,163,20150101,1530,49764.0,1418.0,0.6748942172073342
810,1694,27.0,957.0,39,163,20150101,1530,25839.0,1418.0,0.6748942172073342
1694,1695,119.0,1080.0,39,163,20150101,1530,128520.0,1418.0,0.7616361071932299
1037,1689,66.0,1035.0,39,147,20150101,0740,68310.0,1378.0,0.7510885341074021
1689,1690,49.0,1035.0,39,147,20150101,0740,50715.0,1378.0,0.7510885341074021
1690,810,52.0,1035.0,39,147,20150101,0740,53820.0,1378.0,0.7510885341074021
810,1694,27.0,1149.0,39,147,20150101,0740,31023.0,1378.0,0.8338171262699564
1694,1695,119.0,1149.0,39,147,20150101,0740,136731.0,1378.0,0.8338171262699564
1037,1689,66.0,1254.0,89,283,20150101,1118,82764.0,1418.0,0.8843441466854725
1689,1690,49.0,1254.0,89,283,20150101,1118,61446.0,1418.0,0.8843441466854725
1690,810,52.0,1254.0,89,283,20150101,1118,65208.0,1418.0,0.8843441466854725
810,1694,27.0,1254.0,89,283,20150101,1118,33858.0,1418.0,0.8843441466854725
1694,1695,119.0,1254.0,89,283,20150101,1118,149226.0,1418.0,0.8843441466854725
1037,1689,66.0,1207.0,39,151,20150101,0910,79662.0,1418.0,0.8511988716502116
1689,1690,49.0,1201.0,39,151,20150101,0910,58849.0,1418.0,0.8469675599435825
1690,810,52.0,1138.0,39,151,20150101,0910,59176.0,1418.0,0.8025387870239774
810,1694,27.0,1138.0,39,151,20150101,0910,30726.0,1418.0,0.8025387870239774
1694,1695,119.0,1243.0,39,151,20150101,0910,147917.0,1418.0,0.8765867418899859
1037,1689,66.0,1172.0,89,156,20150101,1130,77352.0,1418.0,0.8265162200282088
1689,1690,49.0,1172.0,89,156,20150101,1130,57428.0,1418.0,0.8265162200282088
1690,810,52.0,1172.0,89,156,20150101,1130,60944.0,1418.0,0.8265162200282088
810,1694,27.0,1172.0,89,156,20150101,1130,31644.0,1418.0,0.8265162200282088
1694,1695,119.0,1172.0,89,156,20150101,1130,139468.0,1418.0,0.8265162200282088
1037,1689,66.0,1145.0,39,171,20150101,1827,75570.0,1378.0,0.8309143686502177
1689,1690,49.0,1029.0,39,171,20150101,1827,50421.0,1378.0,0.7467343976777939
1690,810,52.0,851.0,39,171,20150101,1827,44252.0,1378.0,0.6175616835994194
810,1694,27.0,851.0,39,171,20150101,1827,22977.0,1378.0,0.6175616835994194
1694,1695,119.0,847.0,39,171,20150101,1827,100793.0,1378.0,0.6146589259796807
1037,1689,66.0,1254.0,39,159,20150101,1304,82764.0,1418.0,0.8843441466854725
1689,1690,49.0,1245.0,39,159,20150101,1304,61005.0,1418.0,0.8779971791255289
1690,810,52.0,1162.0,39,159,20150101,1304,60424.0,1418.0,0.8194640338504936
810,1694,27.0,1361.0,39,159,20150101,1304,36747.0,1418.0,0.9598025387870239
1694,1695,119.0,1361.0,39,159,20150101,1304,161959.0,1418.0,0.9598025387870239
1037,1689,66.0,1339.0,39,167,20150101,1709,88374.0,1418.0,0.9442877291960508
1689,1690,49.0,1282.0,39,167,20150101,1709,62818.0,1418.0,0.9040902679830748
1690,810,52.0,1239.0,39,167,20150101,1709,64428.0,1418.0,0.8737658674188998
810,1694,27.0,1239.0,39,167,20150101,1709,33453.0,1418.0,0.8737658674188998
1694,1695,119.0,1239.0,39,167,20150101,1709,147441.0,1418.0,0.8737658674188998
1037,1689,66.0,1195.0,39,153,20150101,1010,78870.0,1418.0,0.8427362482369535
1689,1690,49.0,1195.0,39,153,20150101,1010,58555.0,1418.0,0.8427362482369535
1690,810,52.0,1195.0,39,153,20150101,1010,62140.0,1418.0,0.8427362482369535
810,1694,27.0,1195.0,39,153,20150101,1010,32265.0,1418.0,0.8427362482369535
1694,1695,119.0,1195.0,39,153,20150101,1010,142205.0,1418.0,0.8427362482369535
1037,1689,66.0,1206.0,89,464,20150101,1226,79596.0,1418.0,0.8504936530324401
1689,1690,49.0,1206.0,89,464,20150101,1226,59094.0,1418.0,0.8504936530324401
1690,810,52.0,1206.0,89,464,20150101,1226,62712.0,1418.0,0.8504936530324401
810,1694,27.0,1206.0,89,464,20150101,1226,32562.0,1418.0,0.8504936530324401
1694,1695,119.0,1206.0,89,464,20150101,1226,143514.0,1418.0,0.8504936530324401
1695,1640,19.0,1206.0,89,464,20150101,1226,22914.0,1418.0,0.8504936530324401
1037,1689,66.0,336.0,89,465,20150101,1959,22176.0,1378.0,0.24383164005805516
1689,1690,49.0,336.0,89,465,20150101,1959,16464.0,1378.0,0.24383164005805516
1690,810,52.0,336.0,89,465,20150101,1959,17472.0,1378.0,0.24383164005805516
810,1694,27.0,336.0,89,465,20150101,1959,9072.0,1378.0,0.24383164005805516
1694,1695,119.0,336.0,89,465,20150101,1959,39984.0,1378.0,0.24383164005805516
1037,1689,66.0,1247.0,39,161,20150101,1427,82302.0,1418.0,0.8794076163610719
1689,1690,49.0,1230.0,39,161,20150101,1427,60270.0,1418.0,0.8674188998589563
1690,810,52.0,1224.0,39,161,20150101,1427,63648.0,1418.0,0.8631875881523272
810,1694,27.0,1224.0,39,161,20150101,1427,33048.0,1418.0,0.8631875881523272
1694,1695,119.0,1224.0,39,161,20150101,1427,145656.0,1418.0,0.8631875881523272
1695,1694,119.0,1380.0,39,152,20150101,0912,164220.0,1418.0,0.9732016925246827
1694,810,27.0,1380.0,39,152,20150101,0912,37260.0,1418.0,0.9732016925246827
810,1690,52.0,1380.0,39,152,20150101,0912,71760.0,1418.0,0.9732016925246827
1690,1689,49.0,1380.0,39,152,20150101,0912,67620.0,1418.0,0.9732016925246827
1689,1037,66.0,1380.0,39,152,20150101,0912,91080.0,1418.0,0.9732016925246827
1695,1694,119.0,1359.0,39,154,20150101,1009,161721.0,1378.0,0.9862119013062409
1694,810,27.0,1359.0,39,154,20150101,1009,36693.0,1378.0,0.9862119013062409
810,1690,52.0,1359.0,39,154,20150101,1009,70668.0,1378.0,0.9862119013062409
1690,1689,49.0,1359.0,39,154,20150101,1009,66591.0,1378.0,0.9862119013062409
1689,1037,66.0,1359.0,39,154,20150101,1009,89694.0,1378.0,0.9862119013062409
1037,1689,66.0,931.0,89,177,20150101,0618,61446.0,1378.0,0.6756168359941945
1689,1690,49.0,931.0,89,177,20150101,0618,45619.0,1378.0,0.6756168359941945
1690,810,52.0,931.0,89,177,20150101,0618,48412.0,1378.0,0.6756168359941945
810,1694,27.0,931.0,89,177,20150101,0618,25137.0,1378.0,0.6756168359941945
1694,1695,119.0,931.0,89,177,20150101,0618,110789.0,1378.0,0.6756168359941945
1695,1640,19.0,931.0,89,177,20150101,0618,17689.0,1378.0,0.6756168359941945
1695,1694,119.0,1356.0,39,158,20150101,1230,161364.0,1418.0,0.9562764456981664
1694,810,27.0,1356.0,39,158,20150101,1230,36612.0,1418.0,0.9562764456981664
810,1690,52.0,1262.0,39,158,20150101,1230,65624.0,1418.0,0.8899858956276445
1690,1689,49.0,1306.0,39,158,20150101,1230,63994.0,1418.0,0.921015514809591
1689,1037,66.0,1402.0,39,158,20150101,1230,92532.0,1418.0,0.9887165021156559
1695,1694,119.0,1380.0,39,160,20150101,1341,164220.0,1418.0,0.9732016925246827
1694,810,27.0,1380.0,39,160,20150101,1341,37260.0,1418.0,0.9732016925246827
810,1690,52.0,1380.0,39,160,20150101,1341,71760.0,1418.0,0.9732016925246827
1690,1689,49.0,1387.0,39,160,20150101,1341,67963.0,1418.0,0.9781382228490832
1689,1037,66.0,1399.0,39,160,20150101,1341,92334.0,1418.0,0.9866008462623413
1695,1694,119.0,1381.0,39,162,20150101,1400,164339.0,1418.0,0.9739069111424542
1694,810,27.0,1381.0,39,162,20150101,1400,37287.0,1418.0,0.9739069111424542
810,1690,52.0,1244.0,39,162,20150101,1400,64688.0,1418.0,0.8772919605077574
1690,1689,49.0,1316.0,39,162,20150101,1400,64484.0,1418.0,0.9280677009873061
1689,1037,66.0,1399.0,39,162,20150101,1400,92334.0,1418.0,0.9866008462623413
1695,1694,119.0,1362.0,39,157,20150101,1207,162078.0,1418.0,0.9605077574047954
1694,810,27.0,1362.0,39,157,20150101,1207,36774.0,1418.0,0.9605077574047954
810,1690,52.0,1362.0,39,157,20150101,1207,70824.0,1418.0,0.9605077574047954
1690,1689,49.0,1362.0,39,157,20150101,1207,66738.0,1418.0,0.9605077574047954
1689,1037,66.0,1362.0,39,157,20150101,1207,89892.0,1418.0,0.9605077574047954
1695,1694,119.0,1371.0,39,166,20150101,1555,163149.0,1418.0,0.9668547249647391
1694,810,27.0,1371.0,39,166,20150101,1555,37017.0,1418.0,0.9668547249647391
810,1690,52.0,1371.0,39,166,20150101,1555,71292.0,1418.0,0.9668547249647391
1690,1689,49.0,1371.0,39,166,20150101,1555,67179.0,1418.0,0.9668547249647391
1689,1037,66.0,1381.0,39,166,20150101,1555,91146.0,1418.0,0.9739069111424542
1695,1694,119.0,1391.0,39,168,20150101,1709,165529.0,1418.0,0.9809590973201693
1694,810,27.0,1249.0,39,168,20150101,1709,33723.0,1418.0,0.8808180535966149
810,1690,52.0,1249.0,39,168,20150101,1709,64948.0,1418.0,0.8808180535966149
1690,1689,49.0,1249.0,39,168,20150101,1709,61201.0,1418.0,0.8808180535966149
1689,1037,66.0,1269.0,39,168,20150101,1709,83754.0,1418.0,0.8949224259520452
1695,1694,119.0,1268.0,39,170,20150101,1809,150892.0,1418.0,0.8942172073342737
1694,810,27.0,1268.0,39,170,20150101,1809,34236.0,1418.0,0.8942172073342737
810,1690,52.0,1268.0,39,170,20150101,1809,65936.0,1418.0,0.8942172073342737
1690,1689,49.0,1268.0,39,170,20150101,1809,62132.0,1418.0,0.8942172073342737
1689,1037,66.0,1287.0,39,170,20150101,1809,84942.0,1418.0,0.9076163610719323
1695,1694,119.0,647.0,39,173,20150101,1938,76993.0,1418.0,0.45627644569816644
1694,810,27.0,647.0,39,173,20150101,1938,17469.0,1418.0,0.45627644569816644
810,1690,52.0,647.0,39,173,20150101,1938,33644.0,1418.0,0.45627644569816644
1690,1689,49.0,678.0,39,173,20150101,1938,33222.0,1418.0,0.4781382228490832
1689,1037,66.0,708.0,39,173,20150101,1938,46728.0,1418.0,0.4992947813822285
1695,1694,119.0,755.0,39,172,20150101,1857,89845.0,1418.0,0.5324400564174894
1694,810,27.0,628.0,39,172,20150101,1857,16956.0,1418.0,0.44287729196050774
810,1690,52.0,628.0,39,172,20150101,1857,32656.0,1418.0,0.44287729196050774
1690,1689,49.0,628.0,39,172,20150101,1857,30772.0,1418.0,0.44287729196050774
1689,1037,66.0,724.0,39,172,20150101,1857,47784.0,1418.0,0.5105782792665726
1695,1694,119.0,618.0,39,175,20150101,2105,73542.0,1418.0,0.43582510578279265
1694,810,27.0,618.0,39,175,20150101,2105,16686.0,1418.0,0.43582510578279265
810,1690,52.0,553.0,39,175,20150101,2105,28756.0,1418.0,0.3899858956276446
1690,1689,49.0,547.0,39,175,20150101,2105,26803.0,1418.0,0.3857545839210155
1689,1037,66.0,525.0,39,175,20150101,2105,34650.0,1418.0,0.3702397743300423
1695,1694,119.0,663.0,39,154,20150102,1009,78897.0,1378.0,0.4811320754716981
1694,810,27.0,663.0,39,154,20150102,1009,17901.0,1378.0,0.4811320754716981
810,1690,52.0,663.0,39,154,20150102,1009,34476.0,1378.0,0.4811320754716981
1690,1689,49.0,663.0,39,154,20150102,1009,32487.0,1378.0,0.4811320754716981
1689,1037,66.0,663.0,39,154,20150102,1009,43758.0,1378.0,0.4811320754716981
1695,1694,119.0,764.0,39,158,20150102,1230,90916.0,1418.0,0.538787023977433
1694,810,27.0,764.0,39,158,20150102,1230,20628.0,1418.0,0.538787023977433
810,1690,52.0,707.0,39,158,20150102,1230,36764.0,1418.0,0.498589562764457
1690,1689,49.0,805.0,39,158,20150102,1230,39445.0,1418.0,0.5677009873060649
1689,1037,66.0,942.0,39,158,20150102,1230,62172.0,1418.0,0.6643159379407616
1695,1694,119.0,885.0,39,160,20150102,1341,105315.0,1418.0,0.6241184767277856
1694,810,27.0,885.0,39,160,20150102,1341,23895.0,1418.0,0.6241184767277856
810,1690,52.0,885.0,39,160,20150102,1341,46020.0,1418.0,0.6241184767277856
1690,1689,49.0,965.0,39,160,20150102,1341,47285.0,1418.0,0.6805359661495064
1689,1037,66.0,1057.0,39,160,20150102,1341,69762.0,1418.0,0.7454160789844851
1695,1694,119.0,488.0,39,152,20150102,0912,58072.0,1418.0,0.3441466854724965
1694,810,27.0,488.0,39,152,20150102,0912,13176.0,1418.0,0.3441466854724965
810,1690,52.0,488.0,39,152,20150102,0912,25376.0,1418.0,0.3441466854724965
1690,1689,49.0,488.0,39,152,20150102,0912,23912.0,1418.0,0.3441466854724965
1689,1037,66.0,488.0,39,152,20150102,0912,32208.0,1418.0,0.3441466854724965
1695,1694,119.0,1221.0,39,162,20150102,1400,145299.0,1418.0,0.8610719322990127
1694,810,27.0,1221.0,39,162,20150102,1400,32967.0,1418.0,0.8610719322990127
810,1690,52.0,1140.0,39,162,20150102,1400,59280.0,1418.0,0.8039492242595204
1690,1689,49.0,1242.0,39,162,20150102,1400,60858.0,1418.0,0.8758815232722144
1689,1037,66.0,1324.0,39,162,20150102,1400,87384.0,1418.0,0.9337094499294781
1695,1694,119.0,1008.0,39,157,20150102,1207,119952.0,1418.0,0.7108603667136812
1694,810,27.0,1008.0,39,157,20150102,1207,27216.0,1418.0,0.7108603667136812
810,1690,52.0,1008.0,39,157,20150102,1207,52416.0,1418.0,0.7108603667136812
1690,1689,49.0,1008.0,39,157,20150102,1207,49392.0,1418.0,0.7108603667136812
1689,1037,66.0,1008.0,39,157,20150102,1207,66528.0,1418.0,0.7108603667136812
1695,1694,119.0,1348.0,39,168,20150102,1709,160412.0,1418.0,0.9506346967559943
1694,810,27.0,1276.0,39,168,20150102,1709,34452.0,1418.0,0.8998589562764457
810,1690,52.0,1276.0,39,168,20150102,1709,66352.0,1418.0,0.8998589562764457
1690,1689,49.0,1276.0,39,168,20150102,1709,62524.0,1418.0,0.8998589562764457
1689,1037,66.0,1390.0,39,168,20150102,1709,91740.0,1418.0,0.9802538787023978
1695,1694,119.0,1223.0,39,172,20150102,1857,145537.0,1418.0,0.8624823695345557
1694,810,27.0,1151.0,39,172,20150102,1857,31077.0,1418.0,0.811706629055007
810,1690,52.0,1151.0,39,172,20150102,1857,59852.0,1418.0,0.811706629055007
1690,1689,49.0,1151.0,39,172,20150102,1857,56399.0,1418.0,0.811706629055007
1689,1037,66.0,1256.0,39,172,20150102,1857,82896.0,1418.0,0.8857545839210155
1695,1694,119.0,1213.0,39,170,20150102,1809,144347.0,1418.0,0.8554301833568406
1694,810,27.0,1213.0,39,170,20150102,1809,32751.0,1418.0,0.8554301833568406
810,1690,52.0,1213.0,39,170,20150102,1809,63076.0,1418.0,0.8554301833568406
1690,1689,49.0,1213.0,39,170,20150102,1809,59437.0,1418.0,0.8554301833568406
1689,1037,66.0,1364.0,39,170,20150102,1809,90024.0,1418.0,0.9619181946403385
1695,1694,119.0,1350.0,39,166,20150102,1555,160650.0,1418.0,0.9520451339915373
1694,810,27.0,1350.0,39,166,20150102,1555,36450.0,1418.0,0.9520451339915373
810,1690,52.0,1350.0,39,166,20150102,1555,70200.0,1418.0,0.9520451339915373
1690,1689,49.0,1350.0,39,166,20150102,1555,66150.0,1418.0,0.9520451339915373
1689,1037,66.0,1397.0,39,166,20150102,1555,92202.0,1418.0,0.9851904090267983
1695,1694,119.0,1123.0,39,173,20150102,1938,133637.0,1418.0,0.7919605077574048
1694,810,27.0,1123.0,39,173,20150102,1938,30321.0,1418.0,0.7919605077574048
810,1690,52.0,1123.0,39,173,20150102,1938,58396.0,1418.0,0.7919605077574048
1690,1689,49.0,1218.0,39,173,20150102,1938,59682.0,1418.0,0.8589562764456982
1689,1037,66.0,1292.0,39,173,20150102,1938,85272.0,1418.0,0.9111424541607899
1695,1694,119.0,1300.0,39,175,20150102,2105,154700.0,1418.0,0.9167842031029619
1694,810,27.0,1300.0,39,175,20150102,2105,35100.0,1418.0,0.9167842031029619
810,1690,52.0,1179.0,39,175,20150102,2105,61308.0,1418.0,0.8314527503526093
1690,1689,49.0,1195.0,39,175,20150102,2105,58555.0,1418.0,0.8427362482369535
1689,1037,66.0,1156.0,39,175,20150102,2105,76296.0,1418.0,0.8152327221438646
1037,1689,66.0,1172.0,39,151,20150102,0910,77352.0,1418.0,0.8265162200282088
1689,1690,49.0,1114.0,39,151,20150102,0910,54586.0,1418.0,0.7856135401974612
1690,810,52.0,1073.0,39,151,20150102,0910,55796.0,1418.0,0.7566995768688294
810,1694,27.0,1073.0,39,151,20150102,0910,28971.0,1418.0,0.7566995768688294
1694,1695,119.0,1236.0,39,151,20150102,0910,147084.0,1418.0,0.8716502115655853
1037,1689,66.0,530.0,39,147,20150102,0740,34980.0,1378.0,0.38461538461538464
1689,1690,49.0,530.0,39,147,20150102,0740,25970.0,1378.0,0.38461538461538464
1690,810,52.0,530.0,39,147,20150102,0740,27560.0,1378.0,0.38461538461538464
810,1694,27.0,760.0,39,147,20150102,0740,20520.0,1378.0,0.5515239477503628
1694,1695,119.0,760.0,39,147,20150102,0740,90440.0,1378.0,0.5515239477503628
1037,1689,66.0,1105.0,39,153,20150102,1010,72930.0,1418.0,0.7792665726375176
1689,1690,49.0,1105.0,39,153,20150102,1010,54145.0,1418.0,0.7792665726375176
1690,810,52.0,1105.0,39,153,20150102,1010,57460.0,1418.0,0.7792665726375176
810,1694,27.0,1105.0,39,153,20150102,1010,29835.0,1418.0,0.7792665726375176
1694,1695,119.0,1105.0,39,153,20150102,1010,131495.0,1418.0,0.7792665726375176
1037,1689,66.0,455.0,89,156,20150102,1130,30030.0,1418.0,0.32087447108603667
1689,1690,49.0,455.0,89,156,20150102,1130,22295.0,1418.0,0.32087447108603667
1690,810,52.0,455.0,89,156,20150102,1130,23660.0,1418.0,0.32087447108603667
810,1694,27.0,455.0,89,156,20150102,1130,12285.0,1418.0,0.32087447108603667
1694,1695,119.0,455.0,89,156,20150102,1130,54145.0,1418.0,0.32087447108603667
1037,1689,66.0,1209.0,39,161,20150102,1427,79794.0,1418.0,0.8526093088857546
1689,1690,49.0,1171.0,39,161,20150102,1427,57379.0,1418.0,0.8258110014104373
1690,810,52.0,1173.0,39,161,20150102,1427,60996.0,1418.0,0.8272214386459803
810,1694,27.0,1173.0,39,161,20150102,1427,31671.0,1418.0,0.8272214386459803
1694,1695,119.0,1173.0,39,161,20150102,1427,139587.0,1418.0,0.8272214386459803
1037,1689,66.0,1261.0,39,163,20150102,1530,83226.0,1418.0,0.889280677009873
1689,1690,49.0,1161.0,39,163,20150102,1530,56889.0,1418.0,0.8187588152327221
1690,810,52.0,1119.0,39,163,20150102,1530,58188.0,1418.0,0.7891396332863188
810,1694,27.0,1119.0,39,163,20150102,1530,30213.0,1418.0,0.7891396332863188
1694,1695,119.0,1315.0,39,163,20150102,1530,156485.0,1418.0,0.9273624823695346
1037,1689,66.0,616.0,89,283,20150102,1118,40656.0,1418.0,0.43441466854724964
1689,1690,49.0,616.0,89,283,20150102,1118,30184.0,1418.0,0.43441466854724964
1690,810,52.0,616.0,89,283,20150102,1118,32032.0,1418.0,0.43441466854724964
810,1694,27.0,616.0,89,283,20150102,1118,16632.0,1418.0,0.43441466854724964
1694,1695,119.0,616.0,89,283,20150102,1118,73304.0,1418.0,0.43441466854724964
1037,1689,66.0,1262.0,39,159,20150102,1304,83292.0,1418.0,0.8899858956276445
1689,1690,49.0,1203.0,39,159,20150102,1304,58947.0,1418.0,0.8483779971791255
1690,810,52.0,1184.0,39,159,20150102,1304,61568.0,1418.0,0.8349788434414669
810,1694,27.0,1355.0,39,159,20150102,1304,36585.0,1418.0,0.9555712270803949
1694,1695,119.0,1355.0,39,159,20150102,1304,161245.0,1418.0,0.9555712270803949
1037,1689,66.0,1285.0,39,165,20150102,1614,84810.0,1418.0,0.9062059238363893
1689,1690,49.0,1230.0,39,165,20150102,1614,60270.0,1418.0,0.8674188998589563
1690,810,52.0,1211.0,39,165,20150102,1614,62972.0,1418.0,0.8540197461212976
810,1694,27.0,1360.0,39,165,20150102,1614,36720.0,1418.0,0.9590973201692524
1694,1695,119.0,1360.0,39,165,20150102,1614,161840.0,1418.0,0.9590973201692524
1037,1689,66.0,1002.0,89,464,20150102,1226,66132.0,1418.0,0.7066290550070522
1689,1690,49.0,1002.0,89,464,20150102,1226,49098.0,1418.0,0.7066290550070522
1690,810,52.0,1002.0,89,464,20150102,1226,52104.0,1418.0,0.7066290550070522
810,1694,27.0,1002.0,89,464,20150102,1226,27054.0,1418.0,0.7066290550070522
1694,1695,119.0,1002.0,89,464,20150102,1226,119238.0,1418.0,0.7066290550070522
1695,1640,19.0,1002.0,89,464,20150102,1226,19038.0,1418.0,0.7066290550070522
1037,1689,66.0,1313.0,39,167,20150102,1709,86658.0,1418.0,0.9259520451339915
1689,1690,49.0,1218.0,39,167,20150102,1709,59682.0,1418.0,0.8589562764456982
1690,810,52.0,1203.0,39,167,20150102,1709,62556.0,1418.0,0.8483779971791255
810,1694,27.0,1203.0,39,167,20150102,1709,32481.0,1418.0,0.8483779971791255
1694,1695,119.0,1203.0,39,167,20150102,1709,143157.0,1418.0,0.8483779971791255
1037,1689,66.0,1206.0,39,171,20150102,1827,79596.0,1378.0,0.8751814223512336
1689,1690,49.0,883.0,39,171,20150102,1827,43267.0,1378.0,0.6407837445573294
1690,810,52.0,845.0,39,171,20150102,1827,43940.0,1378.0,0.6132075471698113
810,1694,27.0,845.0,39,171,20150102,1827,22815.0,1378.0,0.6132075471698113
1694,1695,119.0,912.0,39,171,20150102,1827,108528.0,1378.0,0.6618287373004355
1037,1689,66.0,694.0,89,465,20150102,1959,45804.0,1378.0,0.5036284470246735
1689,1690,49.0,694.0,89,465,20150102,1959,34006.0,1378.0,0.5036284470246735
1690,810,52.0,694.0,89,465,20150102,1959,36088.0,1378.0,0.5036284470246735
810,1694,27.0,694.0,89,465,20150102,1959,18738.0,1378.0,0.5036284470246735
1694,1695,119.0,694.0,89,465,20150102,1959,82586.0,1378.0,0.5036284470246735
1695,1694,119.0,1380.0,39,157,20150103,1207,164220.0,1418.0,0.9732016925246827
1694,810,27.0,1380.0,39,157,20150103,1207,37260.0,1418.0,0.9732016925246827
810,1690,52.0,1380.0,39,157,20150103,1207,71760.0,1418.0,0.9732016925246827
1690,1689,49.0,1380.0,39,157,20150103,1207,67620.0,1418.0,0.9732016925246827
1689,1037,66.0,1380.0,39,157,20150103,1207,91080.0,1418.0,0.9732016925246827
1695,1694,119.0,1351.0,39,154,20150103,1009,160769.0,1378.0,0.9804063860667634
1694,810,27.0,1351.0,39,154,20150103,1009,36477.0,1378.0,0.9804063860667634
810,1690,52.0,1351.0,39,154,20150103,1009,70252.0,1378.0,0.9804063860667634
1690,1689,49.0,1351.0,39,154,20150103,1009,66199.0,1378.0,0.9804063860667634
1689,1037,66.0,1351.0,39,154,20150103,1009,89166.0,1378.0,0.9804063860667634
1695,1694,119.0,1375.0,39,158,20150103,1230,163625.0,1418.0,0.9696755994358252
1694,810,27.0,1375.0,39,158,20150103,1230,37125.0,1418.0,0.9696755994358252
810,1690,52.0,1329.0,39,158,20150103,1230,69108.0,1418.0,0.9372355430183357
1690,1689,49.0,1392.0,39,158,20150103,1230,68208.0,1418.0,0.9816643159379408
1689,1037,66.0,1403.0,39,158,20150103,1230,92598.0,1418.0,0.9894217207334274
1695,1694,119.0,1181.0,39,152,20150103,0912,140539.0,1418.0,0.8328631875881524
1694,810,27.0,1181.0,39,152,20150103,0912,31887.0,1418.0,0.8328631875881524
810,1690,52.0,1181.0,39,152,20150103,0912,61412.0,1418.0,0.8328631875881524
1690,1689,49.0,1181.0,39,152,20150103,0912,57869.0,1418.0,0.8328631875881524
1689,1037,66.0,1181.0,39,152,20150103,0912,77946.0,1418.0,0.8328631875881524
1695,1694,119.0,1377.0,39,162,20150103,1400,163863.0,1418.0,0.9710860366713682
1694,810,27.0,1377.0,39,162,20150103,1400,37179.0,1418.0,0.9710860366713682
810,1690,52.0,1312.0,39,162,20150103,1400,68224.0,1418.0,0.92524682651622
1690,1689,49.0,1395.0,39,162,20150103,1400,68355.0,1418.0,0.9837799717912553
1689,1037,66.0,1402.0,39,162,20150103,1400,92532.0,1418.0,0.9887165021156559
1695,1694,119.0,1381.0,39,160,20150103,1341,164339.0,1418.0,0.9739069111424542
1694,810,27.0,1381.0,39,160,20150103,1341,37287.0,1418.0,0.9739069111424542
810,1690,52.0,1381.0,39,160,20150103,1341,71812.0,1418.0,0.9739069111424542
1690,1689,49.0,1403.0,39,160,20150103,1341,68747.0,1418.0,0.9894217207334274
1689,1037,66.0,1403.0,39,160,20150103,1341,92598.0,1418.0,0.9894217207334274
1695,1694,119.0,1388.0,39,172,20150103,1857,165172.0,1418.0,0.9788434414668548
1694,810,27.0,1343.0,39,172,20150103,1857,36261.0,1418.0,0.9471086036671368
810,1690,52.0,1343.0,39,172,20150103,1857,69836.0,1418.0,0.9471086036671368
1690,1689,49.0,1343.0,39,172,20150103,1857,65807.0,1418.0,0.9471086036671368
1689,1037,66.0,1400.0,39,172,20150103,1857,92400.0,1418.0,0.9873060648801129
1695,1694,119.0,1396.0,39,168,20150103,1709,166124.0,1418.0,0.9844851904090268
1694,810,27.0,1364.0,39,168,20150103,1709,36828.0,1418.0,0.9619181946403385
810,1690,52.0,1364.0,39,168,20150103,1709,70928.0,1418.0,0.9619181946403385
1690,1689,49.0,1364.0,39,168,20150103,1709,66836.0,1418.0,0.9619181946403385
1689,1037,66.0,1398.0,39,168,20150103,1709,92268.0,1418.0,0.9858956276445698
1695,1694,119.0,1385.0,39,170,20150103,1809,164815.0,1418.0,0.9767277856135402
1694,810,27.0,1385.0,39,170,20150103,1809,37395.0,1418.0,0.9767277856135402
810,1690,52.0,1385.0,39,170,20150103,1809,72020.0,1418.0,0.9767277856135402
1690,1689,49.0,1385.0,39,170,20150103,1809,67865.0,1418.0,0.9767277856135402
1689,1037,66.0,1400.0,39,170,20150103,1809,92400.0,1418.0,0.9873060648801129
1695,1694,119.0,1395.0,39,173,20150103,1938,166005.0,1418.0,0.9837799717912553
1694,810,27.0,1395.0,39,173,20150103,1938,37665.0,1418.0,0.9837799717912553
810,1690,52.0,1395.0,39,173,20150103,1938,72540.0,1418.0,0.9837799717912553
1690,1689,49.0,1402.0,39,173,20150103,1938,68698.0,1418.0,0.9887165021156559
1689,1037,66.0,1402.0,39,173,20150103,1938,92532.0,1418.0,0.9887165021156559
1695,1694,119.0,1398.0,39,175,20150103,2105,166362.0,1418.0,0.9858956276445698
1694,810,27.0,1398.0,39,175,20150103,2105,37746.0,1418.0,0.9858956276445698
810,1690,52.0,1332.0,39,175,20150103,2105,69264.0,1418.0,0.9393511988716502
1690,1689,49.0,1382.0,39,175,20150103,2105,67718.0,1418.0,0.9746121297602257
1689,1037,66.0,1362.0,39,175,20150103,2105,89892.0,1418.0,0.9605077574047954
1695,1694,119.0,1393.0,39,166,20150103,1555,165767.0,1418.0,0.9823695345557123
