zdid,lxid,ysfsbm,zdmc,station_code,station_telecode,station_shortname
站点id,,,站点名称,站点code,站点电报码,
617,1,1,德安      ,25367,DAG,德
618,1,1,共青城    ,25368,GAG,共
619,1,1,军山      ,25376,VSG,军
620,1,1,永修      ,25385,ACG,永
621,1,1,乐化      ,25397,LHG,乐
622,1,1,南昌北    ,25400,NBG,南
623,1,1,南昌西    ,25403,NXG,南
624,1,1,莲塘      ,25442,LTG,莲
625,1,1,向塘      ,25454,XTG,向
626,1,1,三江镇    ,25487,SJG,三
627,1,1,丰城南    ,25497,FNG,丰
628,1,1,樟树东    ,25498,ZOG,樟
629,1,1,新干      ,25532,EGG,新
630,1,1,峡江      ,25533,EJG,峡
631,1,1,吉水      ,25559,VUG,吉
632,1,1,吉安      ,25568,VAG,吉
633,1,1,井冈山    ,25572,JGG,井
634,1,1,泰和      ,25577,THG,泰
635,1,1,高兴镇    ,25604,GEG,高
636,1,1,兴国      ,25613,EUG,兴
637,1,1,南塘镇    ,25631,NTG,南
638,1,1,赣县      ,25640,GVG,赣
639,1,1,赣州东    ,25641,GDG,赣
640,1,1,南康      ,25670,NAG,南
641,1,1,信丰      ,25679,EFG,信
642,1,1,龙南      ,25706,UNG,龙
643,1,1,定南      ,25724,DNG,定
644,1,1,和平      ,25742,VAQ,和
645,1,1,龙川      ,25769,LUQ,龙
646,1,1,河源      ,25787,VIQ,河
647,1,1,惠州      ,25832,HCQ,惠
648,1,1,惠州西    ,25853,VXQ,惠
649,1,1,红安      ,25951,HWN,红
650,1,1,良村      ,26117,LNP,良
651,1,1,藁城      ,26129,GEP,藁
652,1,1,晋州      ,26135,JXP,晋
653,1,1,辛集      ,26144,ENP,辛
654,1,1,前磨头    ,26159,QMP,前
655,1,1,贡家台    ,26162,GJP,贡
656,1,1,衡水      ,26168,HSP,衡
657,1,1,清凉店    ,26180,QDP,清
658,1,1,龙华      ,26186,LHP,龙
659,1,1,王瞳      ,26192,WTP,王
660,1,1,石家庄北  ,26246,VVP,石
661,1,1,获鹿      ,26282,HLP,获
662,1,1,上安      ,26291,SAP,上
663,1,1,井陉      ,26297,JJP,井
664,1,1,南张村    ,26309,NZP,南
665,1,1,井南      ,26312,JNP,井
666,1,1,南峪      ,26315,NUP,南
667,1,1,娘子关    ,26318,NIP,娘
668,1,1,程家      ,26321,CUP,程
669,1,1,岩会      ,26327,AEP,岩
670,1,1,阳泉      ,26354,AQP,阳
671,1,1,阳泉北    ,26360,YPP,阳
672,1,1,赛鱼      ,26378,ORP,赛
673,1,1,寿阳      ,26393,SYV,寿
674,1,1,芦家庄    ,26402,LJV,芦
675,1,1,榆次      ,26420,YCV,榆
676,1,1,鸣李      ,26441,MLV,鸣
677,1,1,北营      ,26444,BIV,北
678,1,1,太原      ,26447,TYV,太
679,1,1,太原东    ,26456,TDV,太
680,1,1,太原北    ,26465,TBV,太
681,1,1,太原南    ,26468,TNV,太
682,1,1,邯郸南    ,26759,HAP,邯
683,1,1,平旺      ,27332,PWV,平
684,1,1,韩家岭    ,27341,HAV,韩
685,1,1,怀仁      ,27353,HRV,怀
686,1,1,金沙滩    ,27359,JTV,金
687,1,1,岱岳      ,27365,RYV,岱
688,1,1,神头      ,27377,SEV,神
689,1,1,朔州      ,27389,SUV,朔
690,1,1,阳方口    ,27416,YFV,阳
691,1,1,宁武      ,27419,NWV,宁
692,1,1,轩岗      ,27434,XGV,轩
693,1,1,播明      ,27473,BMV,播
694,1,1,忻州      ,27476,XXV,忻
695,1,1,豆罗      ,27482,DLV,豆
696,1,1,平社      ,27488,PSV,平
697,1,1,北白      ,27494,BBV,北
698,1,1,高村      ,27497,GCV,高
699,1,1,阳曲      ,27503,YQV,阳
700,1,1,修文      ,27989,XUV,修
701,1,1,太谷      ,28004,TGV,太
702,1,1,祁县      ,28010,QXV,祁
703,1,1,平遥      ,28016,PYV,平
704,1,1,张兰      ,28019,ZLV,张
705,1,1,介休      ,28025,JXV,介
706,1,1,灵石      ,28052,LSV,灵
707,1,1,霍州      ,28073,HZV,霍
708,1,1,赵城      ,28085,ZCV,赵
709,1,1,洪洞      ,28091,HDV,洪
710,1,1,临汾      ,28100,LFV,临
711,1,1,襄汾      ,28124,XFV,襄
712,1,1,侯马      ,28142,HMV,侯
713,1,1,东镇      ,28157,DNV,东
714,1,1,闻喜      ,28160,WXV,闻
715,1,1,运城      ,28175,YNV,运
716,1,1,永济      ,28208,YIV,永
717,1,1,风陵渡    ,28220,FLV,风
718,1,1,榆社      ,28280,YSV,榆
719,1,1,武乡      ,28298,WVV,武
720,1,1,沁县      ,28307,QVV,沁
721,1,1,夏店      ,28322,EDF,夏
722,1,1,襄垣      ,28325,EIF,襄
723,1,1,长治北    ,28337,CBF,长
724,1,1,大辛庄    ,28358,DXF,大
725,1,1,长治      ,28361,CZF,长
726,1,1,小宋      ,28364,XOF,小
727,1,1,长子      ,28367,ECF,长
728,1,1,东田良    ,28370,DTF,东
729,1,1,赵庄      ,28373,ZUF,赵
730,1,1,西阳村    ,28376,XQF,西
731,1,1,高平      ,28379,GPF,高
732,1,1,南陈铺    ,28388,NCF,南
733,1,1,北板桥    ,28391,BBF,北
734,1,1,东元庆    ,28394,DUF,东
735,1,1,晋城北    ,28397,JEF,晋
736,1,1,晋城      ,28418,JCF,晋
737,1,1,西武匠    ,28421,XMF,西
738,1,1,东坡      ,28424,DPF,东
739,1,1,孔庄      ,28427,KZF,孔
740,1,1,后寨      ,28430,HOF,后
741,1,1,月山      ,28442,YBF,月
742,1,1,嘉峰      ,28751,JFF,嘉
743,1,1,阳城      ,28760,YNF,阳
744,1,1,磨滩      ,28765,MTF,磨
745,1,1,盘古寺    ,28769,PGF,盘
746,1,1,西贺村    ,28823,XHV,西
747,1,1,新绛      ,28826,XJV,新
748,1,1,稷山      ,28832,JVV,稷
749,1,1,河津      ,28841,HJV,河
750,1,1,禹门口    ,28847,YKV,禹
751,1,1,韩城      ,28856,HCY,韩
752,1,1,合阳      ,28898,HAY,合
753,1,1,韦庄      ,28907,WZY,韦
754,1,1,大荔北    ,28913,DOY,大
755,1,1,钟家村    ,28928,ZJY,钟
756,1,1,张桥      ,28931,ZQY,张
757,1,1,新墩      ,29318,XEN,新
758,1,1,下辛店    ,29339,XDN,下
759,1,1,隔蒲      ,29348,GPN,隔
760,1,1,云梦      ,29351,YMN,云
761,1,1,安陆      ,29360,ALN,安
762,1,1,随州      ,29381,SZN,随
763,1,1,厉山      ,29405,LSN,厉
764,1,1,小林      ,29406,EIN,小
765,1,1,枣阳      ,29423,ZYN,枣
766,1,1,襄阳东    ,29444,XWN,襄
767,1,1,襄阳      ,29450,XFN,襄
768,1,1,襄阳北    ,29459,XBN,襄
769,1,1,马棚      ,29546,MVN,马
770,1,1,陈家湖    ,29561,CJN,陈
771,1,1,老河口东  ,29567,LDN,老
772,1,1,谷城      ,29681,GCN,谷
773,1,1,浪河      ,29693,LHN,浪
774,1,1,武当山    ,29699,WRN,武
775,1,1,十堰      ,29726,SNN,十
776,1,1,花果      ,29735,HGN,花
777,1,1,小花果    ,29741,XHN,小
778,1,1,胡家营    ,29750,HBN,胡
779,1,1,白河东    ,29751,BIY,白
780,1,1,白河县    ,29753,BEY,白
781,1,1,蜀河      ,29765,SHY,蜀
782,1,1,棕溪      ,29768,ZOY,棕
783,1,1,旬阳      ,29783,XUY,旬
784,1,1,吕河      ,29786,LUY,吕
785,1,1,早阳      ,29789,ZAY,早
786,1,1,安康      ,29843,AKY,安
787,1,1,石庙沟    ,29855,SGY,石
788,1,1,大竹园    ,29870,DZY,大
789,1,1,紫阳      ,29879,ZVY,紫
790,1,1,向阳镇    ,29882,XNY,向
791,1,1,高滩      ,29891,GAY,高
792,1,1,毛坝关    ,29897,MGY,毛
793,1,1,麻柳      ,29900,MLY,麻
794,1,1,巴山      ,29906,BAY,巴
795,1,1,万源      ,29912,WYY,万
796,1,1,青花      ,29921,QIY,青
797,1,1,花楼坝    ,29930,HFY,广
798,1,1,毛坝      ,29939,MBY,毛
799,1,1,宣汉      ,29942,XHY,宣
800,1,1,石柱槽    ,29945,SCY,石
801,1,1,蒲家      ,29948,PUY,蒲
802,1,1,双龙      ,29951,SLY,双
803,1,1,达州      ,29957,RXW,达
804,1,1,土溪      ,29958,TSW,土
805,1,1,营山      ,29961,NUW,营
806,1,1,蓬安      ,29962,PAW,蓬
807,1,1,南充东    ,29964,NTW,南
808,1,1,南充      ,29965,NCW,南
809,1,1,蓬溪      ,29968,KZW,蓬
810,1,1,遂宁      ,29969,NIW,遂
811,1,1,梓潼      ,29972,ZTW,梓
812,1,1,金堂      ,29976,JDW,金
813,1,1,覃家坝    ,29981,QTW,覃
814,1,1,渡市      ,29984,RUW,渡
815,1,1,三汇镇    ,29987,OZW,三
816,1,1,临巴溪    ,29993,UVW,临
817,1,1,渠县      ,29996,QRW,渠
818,1,1,广安      ,30008,VJW,广
819,1,1,华蓥      ,30032,HUW,天
820,1,1,高兴      ,30035,VWW,高
821,1,1,三汇坝    ,30044,OUW,三
822,1,1,磨心坡    ,30053,VNW,磨
823,1,1,北碚      ,30056,BPW,北
824,1,1,团结村    ,30062,TQW,团
825,1,1,开江      ,30152,KAW,开
826,1,1,梁平      ,30153,UQW,梁
827,1,1,万州      ,30156,WYW,万
828,1,1,五桥      ,30170,WPW,五
829,1,1,鱼背山    ,30173,YMW,鱼
830,1,1,齐岳山    ,30179,QMW,齐
831,1,1,凉雾      ,30182,LOW,凉
832,1,1,石柱县    ,30188,OSW,石
833,1,1,丰都      ,30190,FUW,丰
834,1,1,涪陵北    ,30192,FEW,涪
835,1,1,长寿北    ,30194,COW,长
836,1,1,复盛      ,30196,FAW,复
837,1,1,双溪      ,30198,OOW,双
838,1,1,南京西    ,30248,NIH,宁
839,1,1,镇江      ,30407,ZJH,镇
840,1,1,丹阳      ,30428,DYH,丹
841,1,1,常州      ,30452,CZH,常
842,1,1,戚墅堰    ,30479,QYH,戚
843,1,1,无锡      ,30497,WXH,无
844,1,1,苏州      ,30530,SZH,苏
845,1,1,昆山      ,30548,KSH,昆
846,1,1,黄渡      ,30566,HDH,黄
847,1,1,上海西    ,30662,SXH,沪
848,1,1,上海      ,30671,SHH,沪
849,1,1,中华门    ,30743,VNH,中
850,1,1,马鞍山    ,30779,MAH,马
851,1,1,芜湖      ,30926,WHH,芜
852,1,1,狮子山    ,30980,OZH,狮
853,1,1,铜陵      ,30985,TJH,铜
854,1,1,池州      ,31015,IYH,池
855,1,1,东至      ,31021,DCH,东
856,1,1,彭泽      ,31026,PZG,彭
857,1,1,湖口      ,31028,HKG,湖
858,1,1,宣城      ,31319,ECH,宣
859,1,1,宁国      ,31337,NNH,宁
860,1,1,绩溪县    ,31373,JRH,绩
861,1,1,歙县      ,31400,OVH,歙
862,1,1,黄山      ,31409,HKH,黄
863,1,1,祁门      ,31433,QIH,祁
864,1,1,峙滩      ,31454,SSG,峙
865,1,1,福港      ,31460,FGG,福
866,1,1,浮梁      ,31466,FEG,浮
867,1,1,景德镇    ,31469,JCG,景
868,1,1,鲇鱼山    ,31493,NYG,鲇
869,1,1,塔前      ,31502,TQG,塔
870,1,1,乐平市    ,31505,LPG,乐
871,1,1,甘棠      ,31529,GTG,甘
872,1,1,万年      ,31535,WWG,万
873,1,1,画桥      ,31544,HVG,画
874,1,1,硬石岭    ,31547,YRG,硬
875,1,1,江宁      ,31703,JJH,江
876,1,1,句容西    ,31706,JWH,句
877,1,1,溧水      ,31709,LDH,溧
878,1,1,瓦屋山    ,31712,WAH,瓦
879,1,1,溧阳      ,31715,LEH,溧
880,1,1,宜兴      ,31718,YUH,宜
881,1,1,长兴      ,31721,CBH,长
882,1,1,德清      ,31724,DRH,德
883,1,1,杭州东所  ,31727,CVH,杭
884,1,1,广德      ,31787,GRH,广
885,1,1,长兴南    ,31841,CFH,长
886,1,1,湖州      ,31854,VZH,湖
887,1,1,德清西    ,31865,MOH,德
888,1,1,余杭      ,32004,EVH,余
889,1,1,海宁西    ,32007,EUH,海
890,1,1,桐乡      ,32010,TCH,桐
891,1,1,嘉兴南    ,32013,EPH,嘉
892,1,1,嘉善南    ,32016,EAH,嘉
893,1,1,金山北    ,32019,EGH,金
894,1,1,松江南    ,32022,IMH,松
895,1,1,封浜      ,32045,FBA,封
896,1,1,七宝      ,32075,QPH,七
897,1,1,春申      ,32081,CWH,春
898,1,1,新桥      ,32084,XQH,新
899,1,1,松江      ,32090,SAH,松
900,1,1,枫泾      ,32120,FJH,枫
901,1,1,嘉善      ,32126,JSH,嘉
902,1,1,嘉兴      ,32138,JXH,嘉
903,1,1,海宁      ,32159,HNH,海
904,1,1,长安镇    ,32174,CAH,长
905,1,1,笕桥      ,32198,JIH,笕
906,1,1,杭州      ,32252,HZH,杭
907,1,1,上海南    ,32270,SNH,上
908,1,1,杭州南    ,32460,XHH,杭
909,1,1,白鹿塘    ,32471,BLH,白
910,1,1,诸暨      ,32501,ZDH,诸
911,1,1,浦江      ,32522,PVH,浦
912,1,1,义乌      ,32537,YWH,义
913,1,1,金华      ,32587,JBH,金
914,1,1,龙游      ,32606,LMH,龙
915,1,1,衢州      ,32621,QEH,衢
916,1,1,江山      ,32645,JUH,江
917,1,1,新塘边    ,32654,XTH,新
918,1,1,玉山      ,32666,YNG,玉
919,1,1,上饶      ,32687,SRG,上
920,1,1,横峰      ,32726,HFG,横
921,1,1,弋阳      ,32732,YIG,弋
922,1,1,贵溪      ,32753,GXG,贵
923,1,1,鹰潭      ,32780,YTG,鹰
924,1,1,余江      ,32837,YHG,余
925,1,1,东乡      ,32846,DXG,东
926,1,1,进贤      ,32864,JUG,进
927,1,1,温家圳    ,32870,WJG,温
928,1,1,梁家渡    ,32879,LDG,梁
929,1,1,向塘西    ,32882,XXG,向
930,1,1,江家      ,32930,JAG,江
931,1,1,潭岗      ,32939,TGG,潭
932,1,1,丰城      ,32948,FCG,丰
933,1,1,樟树      ,32960,ZSG,樟
934,1,1,张家山    ,32969,ZJG,张
935,1,1,黄土岗    ,32984,HGG,黄
936,1,1,罗坊      ,32990,LFG,罗
937,1,1,新余      ,32996,XUG,新
938,1,1,河下      ,33017,HXG,河
939,1,1,分宜      ,33023,FYG,分
940,1,1,彬江      ,33044,BJG,彬
941,1,1,宜春西    ,33053,YCG,宜
942,1,1,西村      ,33065,XCG,西
943,1,1,芦溪      ,33077,LUG,芦
944,1,1,泉江      ,33083,QJG,泉
945,1,1,白源      ,33086,BYG,白
946,1,1,萍乡      ,33089,PXG,萍
947,1,1,姚家洲    ,33110,YZG,姚
948,1,1,醴陵      ,33122,LLG,醴
949,1,1,绍兴      ,33185,SOH,绍
950,1,1,绍兴北    ,33187,SLH,绍
951,1,1,上虞北    ,33189,SSH,上
952,1,1,余姚北    ,33191,CTH,余
953,1,1,上虞      ,33218,BDH,上
954,1,1,余姚      ,33230,YYH,余
955,1,1,庄桥      ,33251,ZQH,庄
956,1,1,宁波      ,33284,NGH,宁
957,1,1,兰溪      ,33323,LWH,兰
958,1,1,永昌      ,33329,YDH,永
959,1,1,新安江    ,33344,XGH,新
960,1,1,千岛湖    ,33356,QHH,千
961,1,1,抚州      ,33400,FZG,抚
962,1,1,腾桥      ,33402,TAG,腾
963,1,1,南城      ,33404,NDG,南
964,1,1,南丰      ,33406,NFG,南
965,1,1,建宁县北  ,33410,JCS,建
966,1,1,泰宁      ,33412,TNS,泰
967,1,1,将乐      ,33414,JLS,将
968,1,1,夏茂      ,33416,XFS,夏
969,1,1,三明北    ,33418,SHS,三
970,1,1,尤溪      ,33420,YXS,尤
971,1,1,中仙      ,33422,ZBS,中
972,1,1,长庆      ,33424,CQS,长
973,1,1,永泰      ,33426,YTS,永
974,1,1,大岗      ,33434,DGG,大
975,1,1,抚州北    ,33443,FBG,抚
976,1,1,临川      ,33446,LCG,临
977,1,1,左港      ,33455,ZGG,左
978,1,1,崇仁      ,33458,CRG,崇
979,1,1,罗陂岗    ,33461,LNG,罗
980,1,1,吕坊      ,33464,LIG,吕
981,1,1,江边村    ,33467,JBG,江
982,1,1,攸县      ,33716,YOG,攸
983,1,1,茶陵西    ,33722,PQG,茶
984,1,1,茶陵      ,33728,CDG,茶
985,1,1,永平      ,33803,YVG,永
986,1,1,涵江北    ,34162,HCS,涵
987,1,1,莆田      ,34163,PTS,莆
988,1,1,余家      ,34220,YJS,余
989,1,1,资溪      ,34241,ZXS,资
990,1,1,光泽      ,34262,GZS,光
991,1,1,邵武      ,34274,SWS,邵
992,1,1,顺昌      ,34322,SCS,顺
993,1,1,来舟      ,34340,LZS,来
994,1,1,外洋      ,34388,WYS,外
995,1,1,青州      ,34391,QZS,青
996,1,1,沙县      ,34406,SAS,沙
997,1,1,三明      ,34415,SMS,三
998,1,1,永安      ,34436,YAS,永
999,1,1,麦园      ,34481,MYS,麦
1000,1,1,漳平      ,34499,ZPS,漳
1001,1,1,梅水坑    ,34523,MSS,梅
1002,1,1,华安      ,34535,HAS,华
1003,1,1,漳州东    ,34553,GOS,漳
1004,1,1,角美      ,34562,JES,角
1005,1,1,前场      ,34565,QCS,前
1006,1,1,杏林      ,34568,XLS,杏
1007,1,1,厦门高崎  ,34574,XBS,厦
1008,1,1,厦门      ,34583,XMS,厦
1009,1,1,南平      ,34619,NPS,南
1010,1,1,南平南    ,34628,NNS,南
1011,1,1,古田      ,34652,GTS,古
1012,1,1,闽清      ,34667,MQS,闽
1013,1,1,杜坞      ,34679,DWS,杜
1014,1,1,福州      ,34682,FZS,福
1015,1,1,苏坂      ,34823,SBS,苏
1016,1,1,坂尾      ,34826,BWS,坂
1017,1,1,雁石      ,34829,YSS,雁
1018,1,1,苹林      ,34832,PLS,苹
1019,1,1,龙岩      ,34838,LYS,龙
1020,1,1,大深      ,34904,DSS,大
1021,1,1,格口      ,34907,GKS,格
1022,1,1,小舟      ,34910,XRS,小
1023,1,1,福德      ,34913,FOS,福
1024,1,1,感德      ,34916,GRS,感
1025,1,1,长基      ,34939,CJS,长
1026,1,1,湖头      ,34943,HTS,湖
1027,1,1,金谷      ,34952,JGS,金
1028,1,1,安溪      ,34961,AXS,安
1029,1,1,南安      ,34979,NAS,南
1030,1,1,泉州东    ,35006,QRS,泉
1031,1,1,于都      ,35104,YDG,于
1032,1,1,西江      ,35108,XEG,西
1033,1,1,瑞金      ,35112,RJG,瑞
1034,1,1,长汀      ,35116,CES,长
1035,1,1,冠豸山    ,35122,GSS,冠
1036,1,1,上杭      ,35128,JBS,上
1037,1,1,重庆北    ,35143,CUW,重
1038,1,1,唐家沱    ,35146,KOW,唐
1039,1,1,鱼嘴      ,35148,AUW,鱼
1040,1,1,庙坝      ,35150,MGW,庙
1041,1,1,太洪      ,35152,TYW,太
1042,1,1,长寿      ,35154,EFW,长
1043,1,1,王家坝    ,35156,WDW,王
1044,1,1,石沱      ,35158,OWW,石
1045,1,1,蔺市      ,35160,LWW,蔺
1046,1,1,涪陵      ,35164,FLW,涪
1047,1,1,磨溪      ,35166,JIW,磨
1048,1,1,白涛      ,35168,BNW,白
1049,1,1,白沙沱    ,35170,BXW,白
1050,1,1,白马      ,35172,KMW,白
1051,1,1,土坎      ,35174,TWW,土
1052,1,1,武隆      ,35176,WLW,武
1053,1,1,中嘴      ,35178,EUW,中
1054,1,1,高谷      ,35182,FGW,高
1055,1,1,彭水      ,35184,PHW,彭
1056,1,1,保家楼    ,35186,BJW,保
1057,1,1,郁山      ,35188,KSW,郁
1058,1,1,干溪沟    ,35190,KXW,干
1059,1,1,石子坝    ,35192,SXW,石
1060,1,1,核桃园    ,35194,KHW,核
1061,1,1,黔江      ,35196,QNW,黔
1062,1,1,甘家坝    ,35200,RAW,甘
1063,1,1,鱼泉      ,35202,AYW,鱼
1064,1,1,长潭沟    ,35204,FCW,长
1065,1,1,泔溪      ,35206,VDW,泔
1066,1,1,麻旺      ,35208,NOW,麻
1067,1,1,酉阳      ,35209,AFW,酉
1068,1,1,龙池      ,35212,UPW,龙
1069,1,1,秀山      ,35214,ETW,秀
1070,1,1,梅江      ,35216,MKQ,梅
1071,1,1,桃映      ,35224,TKQ,桃
1072,1,1,松桃      ,35225,MZQ,松
1073,1,1,铜仁      ,35228,RDQ,铜
1074,1,1,锦和      ,35236,JHQ,锦
1075,1,1,珠玑巷    ,35245,ZDQ,珠
1076,1,1,南雄      ,35247,NCQ,南
1077,1,1,始兴      ,35253,IPQ,始
1078,1,1,丹霞山    ,35257,IRQ,丹
1079,1,1,大余      ,35273,DYG,大
1080,1,1,湘潭      ,35312,XTQ,湘
1081,1,1,向韶      ,35336,XVQ,向
1082,1,1,湘乡      ,35342,XXQ,湘
1083,1,1,娄底      ,35369,LDQ,娄
1084,1,1,涟源      ,35402,LAQ,涟
1085,1,1,冷水江东  ,35414,UDQ,冷
1086,1,1,新化      ,35426,EHQ,新
1087,1,1,安化      ,35447,PKQ,安
1088,1,1,低庄      ,35468,DVQ,低
1089,1,1,溆浦      ,35495,EPQ,溆
1090,1,1,辰溪      ,35507,CXQ,辰
1091,1,1,泸阳      ,35522,UYQ,泸
1092,1,1,怀化      ,35534,HHQ,怀
1093,1,1,新晃      ,35576,XLQ,新
1094,1,1,玉屏      ,35585,YZW,玉
1095,1,1,龙市      ,35589,LAG,龙
1096,1,1,炎陵      ,35591,YAG,炎
1097,1,1,茶陵南    ,35594,CNG,茶
1098,1,1,攸县南    ,35595,YXG,攸
1099,1,1,安仁      ,35596,ARG,安
1100,1,1,颜家垄    ,35598,YJQ,颜
1101,1,1,衡南      ,35599,HNG,衡
1102,1,1,羊坪      ,35609,APW,羊
1103,1,1,蕉溪      ,35618,JXW,蕉
1104,1,1,老王洞    ,35621,UEW,老
1105,1,1,镇远      ,35624,ZUW,镇
1106,1,1,水花      ,35633,SGW,水
1107,1,1,施秉      ,35639,AQW,施
1108,1,1,黄平      ,35642,VFW,黄
1109,1,1,宝老山    ,35645,BRW,宝
1110,1,1,加劳      ,35651,JAW,加
1111,1,1,桐木寨    ,35654,TMW,桐
1112,1,1,凯里      ,35657,KLW,凯
1113,1,1,六个鸡    ,35684,UOW,六
1114,1,1,麻江      ,35690,BBW,麻
1115,1,1,福泉      ,35696,VMW,福
1116,1,1,黄丝      ,35702,HRW,黄
1117,1,1,东安东    ,35804,DCZ,东
1118,1,1,全州南    ,35807,QNZ,全
1119,1,1,兴安北    ,35810,XDZ,兴
1120,1,1,贺州      ,35848,HXZ,贺
1121,1,1,钟山西    ,35901,ZAZ,钟
1122,1,1,恭城      ,35903,GCZ,恭
1123,1,1,阳朔      ,35905,YCZ,阳
1124,1,1,定江所    ,35907,RJZ,定
1125,1,1,桂林西    ,35909,GEZ,桂
1126,1,1,五通      ,35911,WTZ,五
1127,1,1,三江南    ,35913,SWZ,三
1128,1,1,祁东北    ,36002,QRQ,祁
1129,1,1,祁东      ,36004,QMQ,祁
1130,1,1,新桥铺    ,36011,XQQ,新
1131,1,1,祁阳北    ,36026,QVQ,祁
1132,1,1,祁阳      ,36027,QWQ,祁
1133,1,1,永州      ,36047,AOQ,永
1134,1,1,蓝家村    ,36071,LCZ,蓝
1135,1,1,井头墟    ,36074,JXZ,井
1136,1,1,东安      ,36077,DAZ,东
1137,1,1,紫溪      ,36080,ZXZ,紫
1138,1,1,庙头      ,36086,MTZ,庙
1139,1,1,黄沙河    ,36089,HHZ,黄
1140,1,1,全州      ,36101,QZZ,全
1141,1,1,绍水      ,36116,SSZ,绍
1142,1,1,百里村    ,36125,BCZ,百
1143,1,1,兴安      ,36131,XAZ,兴
1144,1,1,严关乡    ,36134,YXZ,严
1145,1,1,大溶江    ,36140,DRZ,大
1146,1,1,灵川      ,36149,LUZ,灵
1147,1,1,桂林北    ,36152,GBZ,桂
1148,1,1,桂林      ,36173,GLZ,桂
1149,1,1,鹿寨北    ,36176,LSZ,鹿
1150,1,1,永福南    ,36179,YBZ,永
1151,1,1,二塘      ,36182,RTZ,二
1152,1,1,永福      ,36194,YFZ,永
1153,1,1,鹿寨      ,36224,LIZ,鹿
1154,1,1,柳州      ,36257,LZZ,柳
1155,1,1,柳州南    ,36266,LNZ,柳
1156,1,1,芦村      ,36401,UCZ,芦
1157,1,1,和吉镇所  ,36272,HBZ,和
1158,1,1,宾阳      ,36275,UKZ,宾
1159,1,1,凌村所    ,36278,UMZ,凌
1160,1,1,桂平      ,36281,GAZ,桂
1161,1,1,平南南    ,36284,PAZ,平
1162,1,1,藤县      ,36287,TAZ,藤
1163,1,1,梧州南    ,36290,WBZ,梧
1164,1,1,岳池      ,36319,AWW,岳
1165,1,1,凤凰      ,36335,FHZ,凤
1166,1,1,来宾      ,36344,UBZ,来
1167,1,1,黎塘      ,36374,LTZ,黎
1168,1,1,芦村      ,36401,UCZ,芦
1169,1,1,伶俐      ,36407,LLZ,伶
1170,1,1,长塘      ,36410,CTZ,长
1171,1,1,长岗岭    ,36425,CIZ,长
1172,1,1,南宁      ,36428,NNZ,南
1173,1,1,南宁南    ,36449,NUZ,南
1174,1,1,南宁东    ,36452,NFZ,南
1175,1,1,金鸡村    ,36500,JCZ,金
1176,1,1,江西村    ,36503,JAZ,江
1177,1,1,扶绥      ,36518,FSZ,扶
1178,1,1,渠黎      ,36521,QLZ,渠
1179,1,1,渠旧      ,36530,QJZ,渠
1180,1,1,濑湍      ,36533,LVZ,濑
1181,1,1,崇左      ,36536,CZZ,崇
1182,1,1,天西      ,36548,TXZ,安
1183,1,1,亭亮      ,36551,TIZ,亭
1184,1,1,龙伯屯    ,36554,LOZ,龙
1185,1,1,宁明      ,36557,NMZ,宁
1186,1,1,夏石      ,36563,XIZ,夏
1187,1,1,凭祥      ,36572,PXZ,凭
1188,1,1,贵港      ,37115,GGZ,贵
1189,1,1,桥墟      ,37127,QXZ,桥
1190,1,1,兴业      ,37139,SNZ,兴
1191,1,1,玉林      ,37148,YLZ,玉
1192,1,1,陆川      ,37175,LKZ,陆
1193,1,1,文地      ,37187,WNZ,文
1194,1,1,河唇      ,37199,HCZ,河
1195,1,1,廉江      ,37211,LJZ,廉
1196,1,1,遂溪      ,37220,SXZ,遂
1197,1,1,塘口      ,37223,TKZ,塘
1198,1,1,湛江北    ,37232,ZBZ,湛
1199,1,1,湛江      ,37235,ZJZ,湛
1200,1,1,太阳村    ,37313,TYZ,太
1201,1,1,洛满      ,37316,LMZ,洛
1202,1,1,柳城      ,37329,UHZ,柳
1203,1,1,洛东      ,37340,LYZ,洛
1204,1,1,宜州      ,37349,YSZ,宜
1205,1,1,叶茂      ,37358,YMZ,叶
1206,1,1,德胜      ,37367,DEZ,德
1207,1,1,金城江    ,37376,JJZ,金
1208,1,1,南丹      ,37436,NDZ,南
1209,1,1,泗亭      ,37451,STZ,泗
1210,1,1,麻尾      ,37457,VAW,麻
1211,1,1,朱石寨    ,37466,ZVW,朱
1212,1,1,星朗      ,37469,ELW,星
1213,1,1,峰洞      ,37472,FDW,峰
1214,1,1,打羊      ,37478,RNW,打
1215,1,1,学庄      ,37481,EZW,学
1216,1,1,独山      ,37487,RWW,独
1217,1,1,墨冲      ,37505,VCW,墨
1218,1,1,河阳      ,37507,IOW,河
1219,1,1,都匀      ,37514,RYW,都
1220,1,1,贵定南    ,37522,IDW,贵
1221,1,1,贵定      ,37565,GTW,贵
1222,1,1,高坪铺    ,37571,GPW,高
1223,1,1,龙里      ,37580,LLW,龙
1224,1,1,老罗堡    ,37589,FKW,老
1225,1,1,贵阳      ,37646,GIW,贵
1226,1,1,石板哨    ,37682,SRW,石
1227,1,1,曲阜      ,38024,QFK,曲
1228,1,1,泗水      ,38039,OSK,泗
1229,1,1,平邑      ,38054,PIK,平
1230,1,1,费县      ,38075,FXK,费
1231,1,1,临沂      ,38090,LVK,临
1232,1,1,莒南      ,38111,JOK,莒
1233,1,1,日照      ,38144,RZK,日
