zdid,lxid,ysfsbm,zdmc,station_code,station_telecode,station_shortname
站点id,,,站点名称,站点code,站点电报码,
1234,1,1,济宁      ,38231,JIK,济
1235,1,1,嘉祥      ,38252,JUK,嘉
1236,1,1,巨野      ,38261,JYK,巨
1237,1,1,菏泽      ,38282,HIK,菏
1238,1,1,菏泽南    ,38288,HOK,菏
1239,1,1,算王庄    ,38309,SVF,算
1240,1,1,东明县    ,38315,DNF,东
1241,1,1,文庄村    ,38324,WOF,文
1242,1,1,长垣      ,38330,CYF,长
1243,1,1,滑县南    ,38342,HXF,滑
1244,1,1,封丘      ,38345,FQF,封
1245,1,1,延津      ,38348,YOF,延
1246,1,1,获嘉      ,38381,HJF,获
1247,1,1,狮子营    ,38384,SZF,狮
1248,1,1,修武      ,38387,XWF,修
1249,1,1,待王      ,38396,DWF,待
1250,1,1,焦作      ,38402,JOF,焦
1251,1,1,连云港东  ,38480,UKH,连
1252,1,1,连云港    ,38531,UIH,连
1253,1,1,东海县    ,38546,DQH,东
1254,1,1,石湖村    ,38549,SIH,石
1255,1,1,新沂      ,38561,VIH,新
1256,1,1,邳州      ,38579,PJH,邳
1257,1,1,大湖      ,38612,DPH,大
1258,1,1,夹河寨    ,38639,IZH,夹
1259,1,1,黄口      ,38663,KOH,黄
1260,1,1,砀山      ,38675,DKH,砀
1261,1,1,夏邑县    ,38687,EJH,夏
1262,1,1,虞城县    ,38693,IXH,虞
1263,1,1,商丘      ,38702,SQF,商
1264,1,1,宁陵县    ,38732,NLF,宁
1265,1,1,民权      ,38738,MQF,民
1266,1,1,兰考      ,38750,LKF,兰
1267,1,1,开封      ,38774,KFF,开
1268,1,1,中牟      ,38792,ZGF,中
1269,1,1,圃田西    ,38810,ZDF,圃
1270,1,1,铜山      ,38834,TRH,铜
1271,1,1,灵宝西    ,39044,LPF,灵
1272,1,1,三门峡南  ,39047,SCF,三
1273,1,1,渑池南    ,39050,MNF,渑
1274,1,1,洛阳龙门  ,39053,LLF,洛
1275,1,1,巩义南    ,39056,GYF,巩
1276,1,1,郑州西    ,39059,XPF,郑
1277,1,1,中原      ,39062,ZXF,中
1278,1,1,上街      ,39086,SJF,上
1279,1,1,巩义      ,39101,GXF,巩
1280,1,1,偃师      ,39110,YSF,偃
1281,1,1,洛阳东    ,39125,LDF,洛
1282,1,1,洛阳      ,39173,LYF,洛
1283,1,1,新安县    ,39197,XAF,新
1284,1,1,义马      ,39209,YMF,义
1285,1,1,渑池      ,39221,MCF,渑
1286,1,1,三门峡    ,39254,SMF,三
1287,1,1,三门峡西  ,39269,SXF,三
1288,1,1,灵宝      ,39302,LBF,灵
1289,1,1,太要      ,39329,TEF,太
1290,1,1,潼关      ,39332,TGY,潼
1291,1,1,华山      ,39338,HSY,华
1292,1,1,渭南      ,39389,WNY,渭
1293,1,1,新丰镇    ,39404,XFY,新
1294,1,1,临潼      ,39413,LIY,临
1295,1,1,窑村      ,39419,YCY,窑
1296,1,1,西安东    ,39425,XDY,西
1297,1,1,西安      ,39473,XAY,西
1298,1,1,咸阳      ,39500,XYY,咸
1299,1,1,兴平      ,39521,XPY,兴
1300,1,1,武功      ,39530,WGY,武
1301,1,1,杨陵      ,39542,YSY,杨
1302,1,1,蔡家坡    ,39557,CJY,蔡
1303,1,1,虢镇      ,39572,GZY,虢
1304,1,1,卧龙寺    ,39575,WLY,卧
1305,1,1,宝鸡      ,39629,BJY,宝
1306,1,1,福临堡    ,39638,FLY,福
1307,1,1,元龙      ,39689,YLY,元
1308,1,1,天水      ,39701,TSJ,安
1309,1,1,南河川    ,39728,NHJ,南
1310,1,1,三阳川    ,39731,SYJ,三
1311,1,1,渭南镇    ,39734,WNJ,渭
1312,1,1,新阳镇    ,39737,XZJ,新
1313,1,1,甘谷      ,39746,GGJ,甘
1314,1,1,磐安镇    ,39752,PAJ,磐
1315,1,1,洛门      ,39755,LMJ,洛
1316,1,1,武山      ,39758,WSJ,武
1317,1,1,贺家店    ,39761,HJJ,贺
1318,1,1,鸳鸯镇    ,39764,YYJ,鸳
1319,1,1,陇西      ,39773,LXJ,陇
1320,1,1,云田乡    ,39797,YTJ,云
1321,1,1,通安驿    ,39806,TAJ,通
1322,1,1,定西      ,39821,DSJ,定
1323,1,1,李家坪    ,39833,LIJ,李
1324,1,1,甘草店    ,39842,GDJ,甘
1325,1,1,王家湾    ,39845,WJJ,王
1326,1,1,许家台    ,39848,XTJ,许
1327,1,1,夏官营    ,39851,XGJ,夏
1328,1,1,骆驼巷    ,39857,LTJ,骆
1329,1,1,桑园子    ,39860,SAJ,桑
1330,1,1,兰州      ,39872,LZJ,兰
1331,1,1,阎良      ,40019,YNY,阎
1332,1,1,何寨      ,40205,HRY,何
1333,1,1,蒲城东    ,40486,PEY,蒲
1334,1,1,西社      ,40487,XTY,西
1335,1,1,洛川东    ,40490,LRY,洛
1336,1,1,富县东    ,40491,FDY,富
1337,1,1,甘泉北    ,40492,GEY,甘
1338,1,1,延安      ,40493,YWY,延
1339,1,1,子长      ,40504,ZHY,子
1340,1,1,清涧县    ,40505,QNY,清
1341,1,1,绥德      ,40508,ODY,绥
1342,1,1,米脂      ,40509,MEY,米
1343,1,1,榆林      ,40512,ALY,榆
1344,1,1,大保当    ,40515,DDY,大
1345,1,1,神木西    ,40530,OUY,神
1346,1,1,西安南    ,40855,CAY,西
1347,1,1,营镇      ,40916,YTY,营
1348,1,1,柞水      ,40934,ZSY,柞
1349,1,1,镇安      ,40961,ZEY,镇
1350,1,1,小河镇    ,40997,EKY,小
1351,1,1,渭南南    ,41009,WVY,渭
1352,1,1,砚川      ,41016,YYY,砚
1353,1,1,旬阳北    ,41017,XBY,旬
1354,1,1,商洛      ,41019,OLY,商
1355,1,1,丹凤      ,41023,DGY,丹
1356,1,1,商南      ,41029,ONY,商
1357,1,1,西峡      ,41036,XIF,西
1358,1,1,内乡      ,41040,NXF,内
1359,1,1,镇平      ,41045,ZPF,镇
1360,1,1,南阳西    ,41047,NVF,南
1361,1,1,南阳东    ,41048,NDF,南
1362,1,1,唐河      ,41052,THF,唐
1363,1,1,桐柏      ,41059,TBF,桐
1364,1,1,罗山      ,41070,LRN,罗
1365,1,1,息县      ,41073,ENN,息
1366,1,1,叶集      ,41081,YCH,叶
1367,1,1,分路口    ,41085,FKH,分
1368,1,1,六安      ,41087,UAH,六
1369,1,1,长安集    ,41093,CYH,长
1370,1,1,商城      ,41095,SWN,商
1371,1,1,固始      ,41096,GXN,固
1372,1,1,千河      ,41099,QUY,千
1373,1,1,凤翔      ,41108,FOY,凤
1374,1,1,冯家山    ,41117,FJY,冯
1375,1,1,千阳      ,41126,QOY,千
1376,1,1,水沟      ,41135,SEY,水
1377,1,1,娘娘庙    ,41144,NNY,娘
1378,1,1,陇县      ,41153,LXY,陇
1379,1,1,史家铺    ,41162,SPY,史
1380,1,1,火烧寨    ,41171,HVY,火
1381,1,1,神峪河    ,41180,SRY,神
1382,1,1,安口窑    ,41198,AYY,安
1383,1,1,崇信      ,41207,CIJ,崇
1384,1,1,庙庄      ,41216,MZJ,庙
1385,1,1,平凉南    ,41234,POJ,平
1386,1,1,平凉      ,41243,PIJ,平
1387,1,1,新李      ,41252,XLJ,新
1388,1,1,三关口    ,41270,OKJ,三
1389,1,1,六盘山    ,41279,UPJ,六
1390,1,1,彭阳      ,41288,PYJ,彭
1391,1,1,固原      ,41306,GUJ,固
1392,1,1,沈家河    ,41315,OJJ,沈
1393,1,1,二营      ,41324,RYJ,二
1394,1,1,三营      ,41333,OEJ,三
1395,1,1,褚家湾    ,41342,CWJ,褚
1396,1,1,七营      ,41351,QYJ,七
1397,1,1,韩府湾    ,41352,HXJ,韩
1398,1,1,李旺      ,41360,VLJ,李
1399,1,1,土桥子    ,41369,TQJ,土
1400,1,1,王团庄    ,41378,WZJ,王
1401,1,1,同心      ,41387,TXJ,同
1402,1,1,石坝      ,41396,OBJ,石
1403,1,1,艾家村    ,41397,AJJ,艾
1404,1,1,长农      ,41405,CNJ,长
1405,1,1,中宁南    ,41414,ZNJ,中
1406,1,1,大战场    ,41423,DTJ,大
1407,1,1,宣和      ,41432,XWJ,宣
1408,1,1,兰州西    ,41492,LAJ,兰
1409,1,1,石板墩南  ,41494,SQR,石
1410,1,1,柳沟南    ,41496,LFJ,柳
1411,1,1,清泉南    ,41498,QNJ,清
1412,1,1,嘉峪关南  ,41501,JBJ,嘉
1413,1,1,酒泉南    ,41503,JNJ,酒
1414,1,1,清水北    ,41505,QEJ,清
1415,1,1,高台南    ,41507,GAJ,高
1416,1,1,临泽南    ,41509,LDJ,临
1417,1,1,张掖西    ,41511,ZEJ,张
1418,1,1,民乐      ,41513,MBJ,民
1419,1,1,军马场    ,41515,JEJ,军
1420,1,1,浩门      ,41516,HMO,浩
1421,1,1,门源      ,41517,MYO,门
1422,1,1,大通西    ,41519,DTO,大
1423,1,1,海东西    ,41521,HDO,海
1424,1,1,乐都南    ,41523,LVO,乐
1425,1,1,民和南    ,41525,MNO,民
1426,1,1,陈家湾西  ,41527,CJJ,陈
1427,1,1,陈官营    ,41543,CAJ,陈
1428,1,1,西固城    ,41546,XUJ,西
1429,1,1,坡底下    ,41555,PXJ,坡
1430,1,1,河口南    ,41558,HKJ,河
1431,1,1,龙泉寺    ,41579,UQJ,龙
1432,1,1,永登      ,41591,YDJ,永
1433,1,1,天祝      ,41606,TZJ,天
1434,1,1,打柴沟    ,41615,DGJ,打
1435,1,1,龙沟      ,41657,LGJ,龙
1436,1,1,古浪      ,41666,GLJ,古
1437,1,1,黄羊镇    ,41675,HYJ,黄
1438,1,1,武威南    ,41690,WWJ,武
1439,1,1,武威      ,41741,WUJ,武
1440,1,1,金昌      ,41780,JCJ,金
1441,1,1,玉石      ,41807,YSJ,玉
1442,1,1,芨岭      ,41813,JLJ,芨
1443,1,1,山丹      ,41840,SDJ,山
1444,1,1,张掖      ,41858,ZYJ,张
1445,1,1,平原堡    ,41885,PPJ,平
1446,1,1,临泽      ,41891,LEJ,临
1447,1,1,高台      ,41900,GTJ,高
1448,1,1,许三湾    ,41909,XSJ,许
1449,1,1,清水      ,41921,QUJ,清
1450,1,1,酒泉      ,41951,JQJ,酒
1451,1,1,嘉峪关    ,41957,JGJ,嘉
1452,1,1,低窝铺    ,42029,DWJ,低
1453,1,1,玉门      ,42035,YXJ,玉
1454,1,1,疏勒河    ,42044,SHJ,疏
1455,1,1,桥湾      ,42068,QVJ,桥
1456,1,1,柳沟      ,42074,LUJ,柳
1457,1,1,安北      ,42080,ABR,安
1458,1,1,柳园      ,42098,DHR,柳
1459,1,1,红柳河    ,42140,HHR,红
1460,1,1,山口      ,42164,SKR,山
1461,1,1,哈密      ,42188,HMR,哈
1462,1,1,哈密南    ,42191,HLR,哈
1463,1,1,哈密东    ,42194,HGR,哈
1464,1,1,火石泉    ,42209,HQR,火
1465,1,1,柳树泉    ,42224,LSR,柳
1466,1,1,了墩      ,42236,LDR,了
1467,1,1,十三间房  ,42266,SFR,十
1468,1,1,鄯善      ,42293,SSR,鄯
1469,1,1,七泉湖    ,42329,QHR,七
1470,1,1,吐鲁番    ,42341,TFR,吐
1471,1,1,达板城    ,42374,DCR,达
1472,1,1,乌鲁木齐南,42416,WMR,乌
1473,1,1,乌西      ,42428,WXR,乌
1474,1,1,玛纳斯    ,42500,MSR,玛
1475,1,1,石河子    ,42503,SZR,石
1476,1,1,沙湾县    ,42509,SXR,沙
1477,1,1,奎屯      ,42518,KTR,奎
1478,1,1,精河      ,42575,JHR,精
1479,1,1,博乐      ,42587,BOR,博
1480,1,1,阿拉山口  ,42593,AKR,阿
1481,1,1,吐鲁番北  ,42803,TAR,吐
1482,1,1,鄯善北    ,42805,SMR,鄯
1483,1,1,吐哈      ,42807,THR,吐
1484,1,1,柳园南    ,42809,LNR,柳
1485,1,1,鱼儿沟    ,42884,YGR,鱼
1486,1,1,焉耆      ,42977,YSR,焉
1487,1,1,库尔勒    ,42992,KLR,库
1488,1,1,轮台      ,43009,LAR,轮
1489,1,1,库车      ,43013,KCR,库
1490,1,1,新和      ,43014,XIR,新
1491,1,1,阿克苏    ,43021,ASR,阿
1492,1,1,金银川    ,43023,JCR,金
1493,1,1,柯坪      ,43024,KPR,柯
1494,1,1,巴楚      ,43026,BCR,巴
1495,1,1,阿图什    ,43030,ATR,阿
1496,1,1,喀什      ,43031,KSR,喀
1497,1,1,马兰      ,43097,MLR,马
1498,1,1,和硕      ,43099,VUR,和
1499,1,1,八盘峡    ,43415,BPJ,八
1500,1,1,张家祠    ,43427,ZCJ,张
1501,1,1,花庄      ,43433,HZJ,花
1502,1,1,水车湾    ,43442,SWJ,水
1503,1,1,海石湾    ,43445,HSO,海
1504,1,1,乐都      ,43478,LDO,乐
1505,1,1,平安驿    ,43490,PNO,平
1506,1,1,西宁      ,43502,XNO,西
1507,1,1,西宁西    ,43566,XXO,西
1508,1,1,湟源      ,43574,HNO,湟
1509,1,1,海晏      ,43586,HFO,海
1510,1,1,哈尔盖    ,43622,HRJ,哈
1511,1,1,刚察      ,43655,GCO,刚
1512,1,1,天峻      ,43679,TIO,天
1513,1,1,乌兰      ,43703,WIO,乌
1514,1,1,柯柯      ,43709,KKO,柯
1515,1,1,德令哈    ,43739,DHO,德
1516,1,1,饮马峡    ,43766,YRO,饮
1517,1,1,锡铁山    ,43769,XRO,锡
1518,1,1,察尔汗    ,43778,CRO,察
1519,1,1,拉萨      ,43783,LSO,拉
1520,1,1,格尔木    ,43787,GRO,格
1521,1,1,协荣      ,43916,ROO,协
1522,1,1,曲水县    ,43918,QSO,曲
1523,1,1,尼木      ,43922,NMO,尼
1524,1,1,仁布      ,43926,RUO,仁
1525,1,1,日喀则    ,43936,RKO,日
1526,1,1,沱沱河    ,43996,THO,沱
1527,1,1,安多      ,44032,ADO,安
1528,1,1,那曲      ,44047,NQO,那
1529,1,1,当雄      ,44062,DAO,当
1530,1,1,沁阳      ,44099,QYF,沁
1531,1,1,捏掌      ,44105,NZF,捏
1532,1,1,沁河北    ,44108,QBF,沁
1533,1,1,莲东      ,44111,LGF,莲
1534,1,1,济源      ,44114,JYF,济
1535,1,1,轵城      ,44117,ZCF,轵
1536,1,1,留庄      ,44129,UZF,留
1537,1,1,王庄      ,44135,WZF,王
1538,1,1,白合      ,44138,BHF,白
1539,1,1,孟津      ,44141,MJF,孟
1540,1,1,关林      ,44159,GLF,关
1541,1,1,伊川      ,44195,YCF,伊
1542,1,1,汝阳      ,44204,RYF,汝
1543,1,1,临汝镇    ,44207,LWF,临
1544,1,1,庙下      ,44210,MBF,庙
1545,1,1,汝州      ,44216,ROF,汝
1546,1,1,小屯街    ,44222,XTF,小
1547,1,1,商酒务    ,44225,SWF,商
1548,1,1,平顶山西  ,44231,BFF,平
1549,1,1,鲁山      ,44255,LAF,鲁
1550,1,1,瀼河      ,44258,REF,瀼
1551,1,1,草店      ,44261,CDF,草
1552,1,1,北召店    ,44270,BZF,北
1553,1,1,南召      ,44273,NAF,南
1554,1,1,董庄      ,44279,DFF,董
1555,1,1,蒲山店    ,44288,PSF,蒲
1556,1,1,南阳      ,44294,NFF,南
1557,1,1,韩堂      ,44306,HDF,韩
1558,1,1,穰东      ,44309,RDF,穰
1559,1,1,夏集      ,44315,XGF,夏
1560,1,1,邓州      ,44321,DOF,邓
1561,1,1,构林      ,44330,GOF,构
1562,1,1,耿坡      ,44336,GEF,耿
1563,1,1,郜营      ,44342,GYN,郜
1564,1,1,宜城      ,44468,YIN,宜
1565,1,1,荆门      ,44492,JMN,荆
1566,1,1,当阳      ,44528,DYN,当
1567,1,1,鸦雀岭    ,44540,YLN,鸦
1568,1,1,枝城      ,44576,ZCN,枝
1569,1,1,松滋      ,44580,SIN,松
1570,1,1,西斋      ,44591,XVN,西
1571,1,1,澧县      ,44600,LEQ,澧
1572,1,1,石门县北  ,44610,VFQ,石
1573,1,1,石门县    ,44615,OMQ,石
1574,1,1,慈利      ,44627,CUQ,慈
1575,1,1,张家界北  ,44651,ZNQ,张
1576,1,1,张家界    ,44672,DIQ,张
1577,1,1,猛洞河    ,44705,MUQ,猛
1578,1,1,吉首      ,44726,JIQ,吉
1579,1,1,麻阳      ,44756,MVQ,麻
1580,1,1,会同      ,44855,VTQ,会
1581,1,1,靖州      ,44867,JEQ,靖
1582,1,1,通道      ,44882,TRQ,通
1583,1,1,塘豹      ,44888,TBQ,塘
1584,1,1,牙屯堡    ,44891,YTZ,牙
1585,1,1,三江县    ,44903,SOZ,三
1586,1,1,程村      ,44906,CCZ,程
1587,1,1,老堡      ,44912,UPZ,老
1588,1,1,塘库      ,44915,TUZ,塘
1589,1,1,融安      ,44930,RAZ,融
1590,1,1,融水      ,44957,RSZ,融
1591,1,1,双蒙      ,44963,SMZ,双
1592,1,1,罗城      ,44967,VCZ,罗
1593,1,1,古砦      ,44972,GRZ,古
1594,1,1,寨隆      ,44975,ZLZ,寨
1595,1,1,大岭      ,44978,DOZ,大
1596,1,1,宜昌东    ,45062,HAN,宜
1597,1,1,宜昌      ,45065,YCN,宜
1598,1,1,枝江北    ,45081,ZIN,枝
1599,1,1,荆州      ,45084,JBN,荆
1600,1,1,潜江      ,45087,QJN,潜
1601,1,1,仙桃西    ,45090,XAN,仙
1602,1,1,天门南    ,45093,TNN,天
1603,1,1,汉川      ,45096,HCN,汉
1604,1,1,长阳      ,45143,CYN,长
1605,1,1,巴东      ,45146,BNN,巴
1606,1,1,建始      ,45149,JRN,建
1607,1,1,恩施      ,45152,ESN,恩
1608,1,1,利川      ,45155,LCN,利
1609,1,1,秦岭      ,45293,QLY,秦
1610,1,1,红花铺    ,45299,HHY,红
1611,1,1,凤州      ,45305,FZY,凤
1612,1,1,凤县      ,45329,FXY,凤
1613,1,1,宏庆      ,45335,HEY,宏
1614,1,1,李家河    ,45338,LEY,李
1615,1,1,两当      ,45341,LDY,两
1616,1,1,徽县      ,45347,HYY,徽
1617,1,1,白水江    ,45353,BSY,白
1618,1,1,红卫坝    ,45356,HWY,红
1619,1,1,马蹄湾    ,45359,MTY,马
1620,1,1,徐家坪    ,45362,XJY,徐
1621,1,1,横现河    ,45365,HIY,横
1622,1,1,略阳      ,45368,LYY,略
1623,1,1,乐素河    ,45380,LSY,乐
1624,1,1,高潭子    ,45383,GTY,高
1625,1,1,巨亭      ,45386,JTY,巨
1626,1,1,阳平关    ,45389,YAY,阳
1627,1,1,燕子砭    ,45392,YZY,燕
1628,1,1,大滩      ,45398,DTY,大
1629,1,1,朝天      ,45404,CTY,朝
1630,1,1,冉家河    ,45410,RJY,冉
1631,1,1,广元      ,45413,GYW,广
1632,1,1,广元南    ,45416,GAW,广
1633,1,1,竹园坝    ,45455,ZAW,竹
1634,1,1,马角坝    ,45470,MBW,马
1635,1,1,江油      ,45509,JFW,江
1636,1,1,绵阳      ,45524,MYW,绵
1637,1,1,罗江      ,45542,LJW,罗
1638,1,1,德阳      ,45551,DYW,德
1639,1,1,广汉      ,45563,GHW,广
1640,1,1,成都      ,45584,CDW,成
1641,1,1,勉西      ,45677,MOY,勉
1642,1,1,勉县      ,45698,MVY,勉
1643,1,1,汉中      ,45713,HOY,汉
1644,1,1,城固      ,45725,CGY,城
1645,1,1,洋县      ,45728,YVY,洋
1646,1,1,晏家坝    ,45734,YBY,晏
1647,1,1,西乡      ,45749,XQY,西
1648,1,1,三花石    ,45758,SUY,三
1649,1,1,茶镇      ,45764,CEY,茶
1650,1,1,缯溪河    ,45767,ZXY,缯
1651,1,1,石泉县    ,45770,SXY,石
1652,1,1,池河      ,45776,CHY,池
1653,1,1,高梁铺    ,45779,GLY,高
1654,1,1,汉阴      ,45785,HQY,汉
1655,1,1,涧池铺    ,45788,JCY,涧
1656,1,1,梅子铺    ,45794,MPY,梅
1657,1,1,广元东    ,45833,GOW,广
1658,1,1,安家湾    ,45836,AJW,安
1659,1,1,元坝      ,45839,YOW,元
1660,1,1,白水      ,45842,BUW,白
1661,1,1,尚武      ,45845,SWW,尚
1662,1,1,嘉川      ,45848,JQW,嘉
1663,1,1,旺苍      ,45851,WEW,旺
1664,1,1,黄洋      ,45854,VVW,黄
1665,1,1,普济      ,45857,PIW,普
1666,1,1,乐坝      ,45860,VBW,乐
1667,1,1,下两      ,45910,ERW,下
1668,1,1,巴中      ,45912,IEW,巴
1669,1,1,新民场    ,46015,EQW,新
1670,1,1,三道堰    ,46017,OVW,三
1671,1,1,马街      ,46019,MJW,马
1672,1,1,彭州南    ,46021,PKW,彭
1673,1,1,步行街    ,46023,BWW,步
1674,1,1,彭州      ,46025,PMW,彭
1675,1,1,犀浦东    ,46039,XAW,犀
1676,1,1,犀浦      ,46042,XIW,犀
1677,1,1,红光镇    ,46045,IGW,红
1678,1,1,郫县东    ,46048,PFW,郫
1679,1,1,郫县      ,46051,PWW,郫
1680,1,1,郫县西    ,46054,PCW,郫
1681,1,1,安德      ,46057,ARW,安
1682,1,1,聚源      ,46060,IIW,聚
1683,1,1,都江堰    ,46063,DDW,都
1684,1,1,青城山    ,46066,QSW,青
1685,1,1,迎宾路    ,46080,YFW,迎
1686,1,1,李冰广场  ,46083,LEW,李
1687,1,1,离堆公园  ,46086,INW,离
1688,1,1,广安南    ,46316,VUW,广
1689,1,1,合川      ,46372,WKW,合
1690,1,1,潼南      ,46378,TVW,潼
1691,1,1,遂宁南    ,46384,OHW,遂
1692,1,1,大英      ,46403,PNW,大
1693,1,1,安靖      ,46512,PYW,安
1694,1,1,大英东    ,46540,IAW,大
1695,1,1,成都东    ,46543,ICW,成
1696,1,1,龙潭寺    ,46577,LTW,龙
1697,1,1,石板滩    ,46580,SAW,石
1698,1,1,洪安乡    ,46583,HAW,洪
1699,1,1,陈家湾    ,46592,CWW,陈
1700,1,1,红花塘    ,46595,HHW,红
1701,1,1,五凤溪    ,46598,WXW,五
1702,1,1,灵仙庙    ,46601,LXW,灵
1703,1,1,养马河    ,46604,YAW,养
1704,1,1,石桥镇    ,46607,SZW,石
1705,1,1,简阳      ,46610,JYW,简
1706,1,1,庙子沟    ,46613,MZW,庙
1707,1,1,临江寺    ,46616,LSW,临
1708,1,1,墨池坝    ,46619,MOW,墨
1709,1,1,资阳      ,46622,ZYW,资
1710,1,1,侯家坪    ,46625,HJW,侯
1711,1,1,长沙埂    ,46628,CSW,长
1712,1,1,顺河场    ,46631,SCW,顺
1713,1,1,登瀛崖    ,46634,DNW,登
1714,1,1,资中      ,46643,ZZW,资
1715,1,1,内江      ,46655,NJW,内
1716,1,1,�耗菊�    ,46679,BZW,��
1717,1,1,双凤驿    ,46682,SYW,双
1718,1,1,迎祥街    ,46685,YJW,迎
1719,1,1,隆昌      ,46688,LCW,隆
1720,1,1,李市镇    ,46694,LZW,李
1721,1,1,安富镇    ,46697,AZW,安
1722,1,1,广顺场    ,46700,GCW,广
1723,1,1,荣昌      ,46703,RCW,荣
1724,1,1,峰高铺    ,46706,FPW,峰
1725,1,1,大足      ,46709,RIW,大
1726,1,1,长河碥    ,46712,CHW,长
1727,1,1,双石桥    ,46715,SUW,双
1728,1,1,永川      ,46718,YCW,永
1729,1,1,栏杆滩    ,46739,LGW,栏
1730,1,1,临江场    ,46742,LNW,临
1731,1,1,柏林      ,46745,BLW,柏
1732,1,1,茨坝      ,46748,CBW,茨
1733,1,1,朱杨溪    ,46751,ZXW,朱
1734,1,1,平等      ,46754,PDW,平
1735,1,1,白沙      ,46757,BSW,白
1736,1,1,金刚沱    ,46760,JGW,金
1737,1,1,油溪      ,46763,YXW,油
1738,1,1,古家沱    ,46766,GJW,古
1739,1,1,江津      ,46769,JJW,江
1740,1,1,黄��      ,46772,HQW,黄
1741,1,1,铜罐驿    ,46781,TGW,铜
1742,1,1,石场      ,46784,SKW,石
1743,1,1,小南海    ,46787,XHW,小
1744,1,1,茄子溪    ,46793,QXW,茄
1745,1,1,重庆南    ,46802,CRW,渝
1746,1,1,重庆      ,46814,CQW,渝
1747,1,1,内江南    ,46874,NXW,内
1748,1,1,大山铺    ,46880,DSW,大
1749,1,1,自贡      ,46883,ZGW,自
1750,1,1,俞冲      ,46889,YUW,俞
1751,1,1,孔滩      ,46892,KTW,孔
1752,1,1,王场      ,46895,WCW,王
1753,1,1,敬梓场    ,46898,JCW,敬
1754,1,1,一步滩    ,46901,YIW,一
1755,1,1,宜宾      ,46907,YBW,宜
1756,1,1,宜宾南    ,46910,ANW,宜
1757,1,1,横江      ,46918,RJW,横
1758,1,1,水富      ,46919,OTW,水
1759,1,1,铜鼓溪    ,46919,TPW,铜
1760,1,1,滩头      ,46920,TTW,滩
1761,1,1,普洱渡    ,46921,PUW,普
1762,1,1,盐津北    ,46922,KCW,盐
1763,1,1,盐津      ,46923,AEW,盐
1764,1,1,沙沙坡    ,46924,OGW,沙
1765,1,1,岔河      ,46925,CKW,岔
1766,1,1,大关      ,46926,RGW,大
1767,1,1,曾家坪子  ,46927,ZBW,曾
1768,1,1,邓家湾    ,46928,REW,邓
1769,1,1,彝良      ,46929,ALW,彝
1770,1,1,彝良南    ,46930,RFW,彝
1771,1,1,昭通北    ,46931,ZCW,昭
1772,1,1,昭通      ,46932,ZDW,昭
1773,1,1,昭通南    ,46933,ZFW,昭
1774,1,1,仙水      ,46934,EXW,仙
1775,1,1,老锅厂    ,46935,KGW,老
1776,1,1,朱嘎      ,46936,RKW,朱
1777,1,1,草海      ,46937,WBW,草
1778,1,1,清水沟    ,46938,WNW,清
1779,1,1,凉水井    ,46939,FSW,凉
1780,1,1,小儿坪    ,46981,XUW,小
1781,1,1,临江溪    ,46982,LVW,临
1782,1,1,豆沙关    ,46983,DJW,豆
1783,1,1,小关溪    ,46984,EGW,小
1784,1,1,苍坪      ,46985,CEW,苍
1785,1,1,田梁子    ,46986,TAW,田
1786,1,1,二道桥    ,46987,EKW,二
1787,1,1,花土坡    ,46988,HMW,花
1788,1,1,迤那      ,46989,AKW,迤
1789,1,1,李子沟    ,46990,URW,李
1790,1,1,金钟      ,46991,JBW,金
1791,1,1,石丫口    ,46992,SOW,石
1792,1,1,梨树湾    ,47033,USW,梨
1793,1,1,沙坪坝    ,47066,CYW,沙
1794,1,1,珞璜      ,47207,LHW,珞
1795,1,1,小南垭    ,47216,XNW,小
1796,1,1,七龙星    ,47219,QLW,七
1797,1,1,民福寺    ,47222,MFW,民
1798,1,1,夏坝      ,47225,XBW,夏
1799,1,1,綦江      ,47237,QJW,綦
1800,1,1,三江      ,47243,SNW,三
1801,1,1,东升坝    ,47246,DAW,东
1802,1,1,镇紫街    ,47252,ZJW,镇
1803,1,1,赶水      ,47258,GSW,赶
1804,1,1,石门坎    ,47282,SMW,石
1805,1,1,木竹河    ,47285,MEW,木
1806,1,1,松坎      ,47288,OKW,松
1807,1,1,三元坝    ,47291,OYW,三
1808,1,1,蒙渡      ,47294,MUW,蒙
1809,1,1,太白      ,47297,TIW,太
1810,1,1,九龙塘    ,47300,JTW,九
1811,1,1,大河坝    ,47303,DIW,大
1812,1,1,新场      ,47306,XOW,新
1813,1,1,凉风垭    ,47309,LRW,凉
1814,1,1,桐梓      ,47315,TZW,桐
1815,1,1,红花园    ,47318,HYW,红
1816,1,1,娄山关    ,47321,UKW,娄
1817,1,1,汇塘河    ,47324,HNW,汇
1818,1,1,松坝      ,47327,OBW,松
1819,1,1,李家湾    ,47330,LYW,李
1820,1,1,高炉子    ,47333,VZW,高
1821,1,1,遵义      ,47339,ZIW,遵
1822,1,1,息烽      ,47396,XFW,息
1823,1,1,贵阳北    ,47483,KQW,贵
1824,1,1,龙里北    ,47487,KFW,龙
1825,1,1,贵定县    ,47489,KIW,贵
1826,1,1,都匀东    ,47491,KJW,都
1827,1,1,三都县    ,47493,KKW,三
1828,1,1,榕江      ,47495,RVW,榕
1829,1,1,从江      ,47497,KNW,从
